"Step","young-flower-175 - rollout_scores/mean","young-flower-175 - rollout_scores/mean__MIN","young-flower-175 - rollout_scores/mean__MAX","young-flower-175 - rollout_scores/running_mean","young-flower-175 - rollout_scores/running_mean__MIN","young-flower-175 - rollout_scores/running_mean__MAX","young-flower-175 - rollout_scores/running_std","young-flower-175 - rollout_scores/running_std__MIN","young-flower-175 - rollout_scores/running_std__MAX","young-flower-175 - rollout_scores/std","young-flower-175 - rollout_scores/std__MIN","young-flower-175 - rollout_scores/std__MAX","young-flower-175 - time/rollout_generate","young-flower-175 - time/rollout_generate__MIN","young-flower-175 - time/rollout_generate__MAX","young-flower-175 - time/rollout_score","young-flower-175 - time/rollout_score__MIN","young-flower-175 - time/rollout_score__MAX","young-flower-175 - time/rollout_time","young-flower-175 - time/rollout_time__MIN","young-flower-175 - time/rollout_time__MAX"
"0","0.17675310000777245","0.17675310000777245","0.17675310000777245","0.1272983526190122","0.1272983526190122","0.1272983526190122","0.2520944227774938","0.2520944227774938","0.2520944227774938","0.32328428158264916","0.32328428158264916","0.32328428158264916","2.7116869688034058","2.7116869688034058","2.7116869688034058","12.189384202162424","12.189384202162424","12.189384202162424","15.11288313070933","15.11288313070933","15.11288313070933"
"60","0.27014201506972313","0.27014201506972313","0.27014201506972313","0.19885567327340445","0.19885567327340445","0.19885567327340445","0.3588508764902751","0.3588508764902751","0.3588508764902751","0.3628705005685333","0.3628705005685333","0.3628705005685333","2.135772625605265","2.135772625605265","2.135772625605265","12.075256725152334","12.075256725152334","12.075256725152334","14.422661185264587","14.422661185264587","14.422661185264587"
"120","0.15778387089570364","0.15778387089570364","0.15778387089570364","0.2092483527958393","0.2092483527958393","0.2092483527958393","0.37546931952238083","0.37546931952238083","0.37546931952238083","0.2890674141969403","0.2890674141969403","0.2890674141969403","1.937863032023112","1.937863032023112","1.937863032023112","12.121977726618448","12.121977726618448","12.121977726618448","14.274562875429789","14.274562875429789","14.274562875429789"
"180","0.3869228425125281","0.3869228425125281","0.3869228425125281","0.2217647172510624","0.2217647172510624","0.2217647172510624","0.38543592145045596","0.38543592145045596","0.38543592145045596","0.46672487976805616","0.46672487976805616","0.46672487976805616","1.8693237503369649","1.8693237503369649","1.8693237503369649","12.168544034163157","12.168544034163157","12.168544034163157","14.281985660394033","14.281985660394033","14.281985660394033"
"240","0.17416502038637796","0.17416502038637796","0.17416502038637796","0.23774158830444017","0.23774158830444017","0.23774158830444017","0.3945392519235611","0.3945392519235611","0.3945392519235611","0.28855693811703986","0.28855693811703986","0.28855693811703986","1.9331435759862263","1.9331435759862263","1.9331435759862263","12.207962453365326","12.207962453365326","12.207962453365326","14.356922586758932","14.356922586758932","14.356922586758932"
"300","0.15744277214010557","0.15744277214010557","0.15744277214010557","0.2242588773369789","0.2242588773369789","0.2242588773369789","0.395716426273187","0.395716426273187","0.395716426273187","0.3786077511019054","0.3786077511019054","0.3786077511019054","1.9936747352282207","1.9936747352282207","1.9936747352282207","12.13806184132894","12.13806184132894","12.13806184132894","14.328887939453125","14.328887939453125","14.328887939453125"
"360","0.21936964988708496","0.21936964988708496","0.21936964988708496","0.22228003293275833","0.22228003293275833","0.22228003293275833","0.3967207769552867","0.3967207769552867","0.3967207769552867","0.339239295538088","0.339239295538088","0.339239295538088","1.9128865996996562","1.9128865996996562","1.9128865996996562","12.17874562740326","12.17874562740326","12.17874562740326","14.289340257644653","14.289340257644653","14.289340257644653"
"420","0.15448710694909096","0.15448710694909096","0.15448710694909096","0.21610038354992867","0.21610038354992867","0.21610038354992867","0.3909832388162613","0.3909832388162613","0.3909832388162613","0.24434608550897488","0.24434608550897488","0.24434608550897488","2.057076116402944","2.057076116402944","2.057076116402944","12.177659312884012","12.177659312884012","12.177659312884012","14.50836424032847","14.50836424032847","14.50836424032847"
"480","0.1284948599835237","0.1284948599835237","0.1284948599835237","0.20534601186712584","0.20534601186712584","0.20534601186712584","0.3821980704863866","0.3821980704863866","0.3821980704863866","0.19897888786848247","0.19897888786848247","0.19897888786848247","2.18148006995519","2.18148006995519","2.18148006995519","12.154866695404053","12.154866695404053","12.154866695404053","14.562434534231821","14.562434534231821","14.562434534231821"
"540","0.2520602693160375","0.2520602693160375","0.2520602693160375","0.20670107752084732","0.20670107752084732","0.20670107752084732","0.3865716780225436","0.3865716780225436","0.3865716780225436","0.33466163051161857","0.33466163051161857","0.33466163051161857","2.0803428093592324","2.0803428093592324","2.0803428093592324","12.20796263217926","12.20796263217926","12.20796263217926","14.497327228387197","14.497327228387197","14.497327228387197"
"600","0.19419088835517564","0.19419088835517564","0.19419088835517564","0.20693771168589592","0.20693771168589592","0.20693771168589592","0.38557767619689304","0.38557767619689304","0.38557767619689304","0.30829668024489365","0.30829668024489365","0.30829668024489365","2.2004035115242004","2.2004035115242004","2.2004035115242004","12.25236173470815","12.25236173470815","12.25236173470815","14.66425883769989","14.66425883769989","14.66425883769989"
"660","0.2893677055835724","0.2893677055835724","0.2893677055835724","0.2088607686261336","0.2088607686261336","0.2088607686261336","0.3877570951978366","0.3877570951978366","0.3877570951978366","0.432985713871858","0.432985713871858","0.432985713871858","2.0450541774431863","2.0450541774431863","2.0450541774431863","12.189375400543213","12.189375400543213","12.189375400543213","14.435546100139618","14.435546100139618","14.435546100139618"
"720","0.1659695766866207","0.1659695766866207","0.1659695766866207","0.20969888816277185","0.20969888816277185","0.20969888816277185","0.38984959075848263","0.38984959075848263","0.38984959075848263","0.24628458238172848","0.24628458238172848","0.24628458238172848","1.9076500137646992","1.9076500137646992","1.9076500137646992","12.137303471565247","12.137303471565247","12.137303471565247","14.229182402292887","14.229182402292887","14.229182402292887"
"780","0.1190478578209877","0.1190478578209877","0.1190478578209877","0.20637418578068414","0.20637418578068414","0.20637418578068414","0.38667068630456924","0.38667068630456924","0.38667068630456924","0.1881845882696022","0.1881845882696022","0.1881845882696022","1.82596755027771","1.82596755027771","1.82596755027771","12.08162647485733","12.08162647485733","12.08162647485733","14.116868416468302","14.116868416468302","14.116868416468302"
"840","0.17777092506488165","0.17777092506488165","0.17777092506488165","0.20182541633645693","0.20182541633645693","0.20182541633645693","0.38340390970309574","0.38340390970309574","0.38340390970309574","0.31925268707952154","0.31925268707952154","0.31925268707952154","2.1562450726826987","2.1562450726826987","2.1562450726826987","12.245313465595245","12.245313465595245","12.245313465595245","14.626629571119944","14.626629571119944","14.626629571119944"
"900","0.28833284601569176","0.28833284601569176","0.28833284601569176","0.2037007287144661","0.2037007287144661","0.2037007287144661","0.38363011678059894","0.38363011678059894","0.38363011678059894","0.40626519126817584","0.40626519126817584","0.40626519126817584","2.2544263998667398","2.2544263998667398","2.2544263998667398","12.260745108127594","12.260745108127594","12.260745108127594","14.746539831161499","14.746539831161499","14.746539831161499"
"960","0.1890676642457644","0.1890676642457644","0.1890676642457644","0.20701389635602632","0.20701389635602632","0.20701389635602632","0.38662053147951764","0.38662053147951764","0.38662053147951764","0.3134233367163688","0.3134233367163688","0.3134233367163688","2.196815252304077","2.196815252304077","2.196815252304077","12.246970196564993","12.246970196564993","12.246970196564993","14.683049519856771","14.683049519856771","14.683049519856771"
"1020","0.24277377128601074","0.24277377128601074","0.24277377128601074","0.20748026917378107","0.20748026917378107","0.20748026917378107","0.3873346174756686","0.3873346174756686","0.3873346174756686","0.3648418241950064","0.3648418241950064","0.3648418241950064","2.3292198181152344","2.3292198181152344","2.3292198181152344","12.233166635036469","12.233166635036469","12.233166635036469","14.770317872365316","14.770317872365316","14.770317872365316"
"1080","0.27566420783599216","0.27566420783599216","0.27566420783599216","0.20965450877944627","0.20965450877944627","0.20965450877944627","0.38868466516335803","0.38868466516335803","0.38868466516335803","0.37417148063347366","0.37417148063347366","0.37417148063347366","2.200660487016042","2.200660487016042","2.200660487016042","12.200587610403696","12.200587610403696","12.200587610403696","14.61145826180776","14.61145826180776","14.61145826180776"
"1140","0.14906938622395197","0.14906938622395197","0.14906938622395197","0.2115438704689344","0.2115438704689344","0.2115438704689344","0.390224056939284","0.390224056939284","0.390224056939284","0.2351378865400875","0.2351378865400875","0.2351378865400875","2.101738393306732","2.101738393306732","2.101738393306732","12.22049448887507","12.22049448887507","12.22049448887507","14.523722052574158","14.523722052574158","14.523722052574158"
"1200","0.2929049842059612","0.2929049842059612","0.2929049842059612","0.21018426368633905","0.21018426368633905","0.21018426368633905","0.38921727736790973","0.38921727736790973","0.38921727736790973","0.3570631503826007","0.3570631503826007","0.3570631503826007","2.2259506384531655","2.2259506384531655","2.2259506384531655","12.153296689192453","12.153296689192453","12.153296689192453","14.61030799150467","14.61030799150467","14.61030799150467"
"1260","0.2781524459520976","0.2781524459520976","0.2781524459520976","0.21496283759673437","0.21496283759673437","0.21496283759673437","0.3929785415530205","0.3929785415530205","0.3929785415530205","0.3501764876030696","0.3501764876030696","0.3501764876030696","2.0929766098658242","2.0929766098658242","2.0929766098658242","12.14229049285253","12.14229049285253","12.14229049285253","14.436583856741587","14.436583856741587","14.436583856741587"
"1320","0.1864732007185618","0.1864732007185618","0.1864732007185618","0.2156984694302082","0.2156984694302082","0.2156984694302082","0.39371132602294284","0.39371132602294284","0.39371132602294284","0.3254212072303441","0.3254212072303441","0.3254212072303441","2.1552844047546387","2.1552844047546387","2.1552844047546387","12.065802951653799","12.065802951653799","12.065802951653799","14.42186826467514","14.42186826467514","14.42186826467514"
"1380","0.17899092038472494","0.17899092038472494","0.17899092038472494","0.21405027930935225","0.21405027930935225","0.21405027930935225","0.3945060397187869","0.3945060397187869","0.3945060397187869","0.3576277215227795","0.3576277215227795","0.3576277215227795","2.0409608085950217","2.0409608085950217","2.0409608085950217","12.582984864711761","12.582984864711761","12.582984864711761","14.83176072438558","14.83176072438558","14.83176072438558"
"1440","0.14148633430401483","0.14148633430401483","0.14148633430401483","0.21100094666083655","0.21100094666083655","0.21100094666083655","0.39318252354860306","0.39318252354860306","0.39318252354860306","0.28481539753132284","0.28481539753132284","0.28481539753132284","2.249123434225718","2.249123434225718","2.249123434225718","12.107144594192505","12.107144594192505","12.107144594192505","14.57237978776296","14.57237978776296","14.57237978776296"
"1500","0.2318895955880483","0.2318895955880483","0.2318895955880483","0.21111808841427168","0.21111808841427168","0.21111808841427168","0.39382564028104144","0.39382564028104144","0.39382564028104144","0.2953536553433575","0.2953536553433575","0.2953536553433575","2.2539075215657554","2.2539075215657554","2.2539075215657554","12.04717735449473","12.04717735449473","12.04717735449473","14.51888632774353","14.51888632774353","14.51888632774353"
"1560","0.30216322590907413","0.30216322590907413","0.30216322590907413","0.2122852106889089","0.2122852106889089","0.2122852106889089","0.39399221787850064","0.39399221787850064","0.39399221787850064","0.41735755869497854","0.41735755869497854","0.41735755869497854","2.098553558190664","2.098553558190664","2.098553558190664","12.087990085283915","12.087990085283915","12.087990085283915","14.393871168295542","14.393871168295542","14.393871168295542"
"1620","0.18347430725892386","0.18347430725892386","0.18347430725892386","0.21351015816132227","0.21351015816132227","0.21351015816132227","0.39448678990205127","0.39448678990205127","0.39448678990205127","0.33193645408997935","0.33193645408997935","0.33193645408997935","2.091911812623342","2.091911812623342","2.091911812623342","12.110830187797546","12.110830187797546","12.110830187797546","14.40762354930242","14.40762354930242","14.40762354930242"
"1680","0.24160318821668625","0.24160318821668625","0.24160318821668625","0.21361687034368515","0.21361687034368515","0.21361687034368515","0.3948742225766182","0.3948742225766182","0.3948742225766182","0.4034595218254253","0.4034595218254253","0.4034595218254253","2.1635424892107644","2.1635424892107644","2.1635424892107644","12.140741924444834","12.140741924444834","12.140741924444834","14.504979292551676","14.504979292551676","14.504979292551676"
"1740","0.3631182983517647","0.3631182983517647","0.3631182983517647","0.2179328997929891","0.2179328997929891","0.2179328997929891","0.3984876200556755","0.3984876200556755","0.3984876200556755","0.4052946598579486","0.4052946598579486","0.4052946598579486","1.648095468680064","1.648095468680064","1.648095468680064","12.123830695947012","12.123830695947012","12.123830695947012","13.943982799847921","13.943982799847921","13.943982799847921"
"1800","0.18516930441061655","0.18516930441061655","0.18516930441061655","0.2184219186504682","0.2184219186504682","0.2184219186504682","0.39901841183503467","0.39901841183503467","0.39901841183503467","0.3232984846157099","0.3232984846157099","0.3232984846157099","2.8737216194470725","2.8737216194470725","2.8737216194470725","12.12264879544576","12.12264879544576","12.12264879544576","15.211666365464529","15.211666365464529","15.211666365464529"
"1860","0.09950197115540504","0.09950197115540504","0.09950197115540504","0.21616184214750925","0.21616184214750925","0.21616184214750925","0.3975825508435567","0.3975825508435567","0.3975825508435567","0.19513951248079783","0.19513951248079783","0.19513951248079783","2.372508943080902","2.372508943080902","2.372508943080902","13.56007311741511","13.56007311741511","13.56007311741511","16.158691843350727","16.158691843350727","16.158691843350727"
"1920","0.23894336447119713","0.23894336447119713","0.23894336447119713","0.21400334934393564","0.21400334934393564","0.21400334934393564","0.39593953142563504","0.39593953142563504","0.39593953142563504","0.3690794577123597","0.3690794577123597","0.3690794577123597","3.1982448498408","3.1982448498408","3.1982448498408","12.113774041334787","12.113774041334787","12.113774041334787","15.535154581069946","15.535154581069946","15.535154581069946"
"1980","0.23096768061319986","0.23096768061319986","0.23096768061319986","0.21529107044140497","0.21529107044140497","0.21529107044140497","0.3972431073586146","0.3972431073586146","0.3972431073586146","0.4227131602055844","0.4227131602055844","0.4227131602055844","2.352922022342682","2.352922022342682","2.352922022342682","12.12716680765152","12.12716680765152","12.12716680765152","14.710668325424194","14.710668325424194","14.710668325424194"
"2040","0.1518925540149212","0.1518925540149212","0.1518925540149212","0.21502611289421716","0.21502611289421716","0.21502611289421716","0.39761968702077866","0.39761968702077866","0.39761968702077866","0.29779012450308073","0.29779012450308073","0.29779012450308073","1.9901410937309265","1.9901410937309265","1.9901410937309265","12.206256290276846","12.206256290276846","12.206256290276846","14.390856643517813","14.390856643517813","14.390856643517813"
"2100","0.18648844957351685","0.18648844957351685","0.18648844957351685","0.21290724476178488","0.21290724476178488","0.21290724476178488","0.39604133119185764","0.39604133119185764","0.39604133119185764","0.2423685863135082","0.2423685863135082","0.2423685863135082","2.264851709206899","2.264851709206899","2.264851709206899","12.285239815711975","12.285239815711975","12.285239815711975","14.77509868144989","14.77509868144989","14.77509868144989"
"2160","0.16783896461129189","0.16783896461129189","0.16783896461129189","0.21299982443451881","0.21299982443451881","0.21299982443451881","0.39593331267436344","0.39593331267436344","0.39593331267436344","0.22504032779124827","0.22504032779124827","0.22504032779124827","2.375783065954844","2.375783065954844","2.375783065954844","12.229098002115885","12.229098002115885","12.229098002115885","14.892258445421854","14.892258445421854","14.892258445421854"
"2220","0.18733883276581764","0.18733883276581764","0.18733883276581764","0.21125302587946257","0.21125302587946257","0.21125302587946257","0.39433324833710987","0.39433324833710987","0.39433324833710987","0.24457718843253437","0.24457718843253437","0.24457718843253437","2.2283421556154885","2.2283421556154885","2.2283421556154885","12.27240260442098","12.27240260442098","12.27240260442098","14.720787982145945","14.720787982145945","14.720787982145945"
"2280","0.22686741625269255","0.22686741625269255","0.22686741625269255","0.21121921638647714","0.21121921638647714","0.21121921638647714","0.3941369354724884","0.3941369354724884","0.3941369354724884","0.4087573543511098","0.4087573543511098","0.4087573543511098","2.3643091122309365","2.3643091122309365","2.3643091122309365","12.264238238334656","12.264238238334656","12.264238238334656","14.852232038974762","14.852232038974762","14.852232038974762"
"2340","0.22976541767517725","0.22976541767517725","0.22976541767517725","0.2117838660875956","0.2117838660875956","0.2117838660875956","0.39441531896591187","0.39441531896591187","0.39441531896591187","0.3632085684221238","0.3632085684221238","0.3632085684221238","2.39426455895106","2.39426455895106","2.39426455895106","12.229072749614716","12.229072749614716","12.229072749614716","14.881004869937897","14.881004869937897","14.881004869937897"
"2400","0.2650706631441911","0.2650706631441911","0.2650706631441911","0.21222399920225143","0.21222399920225143","0.21222399920225143","0.39530061433712643","0.39530061433712643","0.39530061433712643","0.34135726467502536","0.34135726467502536","0.34135726467502536","2.285655975341797","2.285655975341797","2.285655975341797","12.305002013842264","12.305002013842264","12.305002013842264","14.810430844624838","14.810430844624838","14.810430844624838"
"2460","0.372990220785141","0.372990220785141","0.372990220785141","0.21469139183561006","0.21469139183561006","0.21469139183561006","0.3967692057291667","0.3967692057291667","0.3967692057291667","0.4056378757231869","0.4056378757231869","0.4056378757231869","2.2135377724965415","2.2135377724965415","2.2135377724965415","12.218795418739319","12.218795418739319","12.218795418739319","14.626074314117432","14.626074314117432","14.626074314117432"
"2520","0.08912232766548793","0.08912232766548793","0.08912232766548793","0.21545065194368362","0.21545065194368362","0.21545065194368362","0.39686496804157895","0.39686496804157895","0.39686496804157895","0.16888716139995572","0.16888716139995572","0.16888716139995572","2.3120997548103333","2.3120997548103333","2.3120997548103333","12.220891018708548","12.220891018708548","12.220891018708548","14.754280944665274","14.754280944665274","14.754280944665274"
"2580","0.1928032748401165","0.1928032748401165","0.1928032748401165","0.21382644896705946","0.21382644896705946","0.21382644896705946","0.3954461067914963","0.3954461067914963","0.3954461067914963","0.23384218313731253","0.23384218313731253","0.23384218313731253","2.363023042678833","2.363023042678833","2.363023042678833","12.306930283705393","12.306930283705393","12.306930283705393","14.875711182753244","14.875711182753244","14.875711182753244"
"2640","0.2646307622392972","0.2646307622392972","0.2646307622392972","0.21480234464009604","0.21480234464009604","0.21480234464009604","0.3958526874581973","0.3958526874581973","0.3958526874581973","0.30186930875303614","0.30186930875303614","0.30186930875303614","2.378272235393524","2.378272235393524","2.378272235393524","12.328158875306448","12.328158875306448","12.328158875306448","14.91121655702591","14.91121655702591","14.91121655702591"
"2700","0.316432598978281","0.316432598978281","0.316432598978281","0.2170955426990986","0.2170955426990986","0.2170955426990986","0.3977271765470505","0.3977271765470505","0.3977271765470505","0.408041281470408","0.408041281470408","0.408041281470408","2.3118423024813333","2.3118423024813333","2.3118423024813333","12.23579736550649","12.23579736550649","12.23579736550649","14.745564619700113","14.745564619700113","14.745564619700113"
"2760","0.20793325826525688","0.20793325826525688","0.20793325826525688","0.21691089992721876","0.21691089992721876","0.21691089992721876","0.397703784207503","0.397703784207503","0.397703784207503","0.32124194006125134","0.32124194006125134","0.32124194006125134","2.3728152910868325","2.3728152910868325","2.3728152910868325","12.2738223473231","12.2738223473231","12.2738223473231","14.862922290960947","14.862922290960947","14.862922290960947"
"2820","0.24095462510983148","0.24095462510983148","0.24095462510983148","0.2164634938041369","0.2164634938041369","0.2164634938041369","0.3970681329568227","0.3970681329568227","0.3970681329568227","0.3375082397681884","0.3375082397681884","0.3375082397681884","2.314844846725464","2.314844846725464","2.314844846725464","12.165093640486399","12.165093640486399","12.165093640486399","14.684740324815115","14.684740324815115","14.684740324815115"
"2880","0.23971613869071007","0.23971613869071007","0.23971613869071007","0.21769272411863008","0.21769272411863008","0.21769272411863008","0.397740642229716","0.397740642229716","0.397740642229716","0.3874633598024957","0.3874633598024957","0.3874633598024957","2.87593940893809","2.87593940893809","2.87593940893809","12.672843972841898","12.672843972841898","12.672843972841898","15.760049720605215","15.760049720605215","15.760049720605215"
"2940","0.1675714117785295","0.1675714117785295","0.1675714117785295","0.21737823262810707","0.21737823262810707","0.21737823262810707","0.3977934718132019","0.3977934718132019","0.3977934718132019","0.3218822093549534","0.3218822093549534","0.3218822093549534","2.3425560196240744","2.3425560196240744","2.3425560196240744","12.036964217821756","12.036964217821756","12.036964217821756","14.609451909859976","14.609451909859976","14.609451909859976"
"3000","0.18835975353916487","0.18835975353916487","0.18835975353916487","0.21654034530123076","0.21654034530123076","0.21654034530123076","0.3971612627307574","0.3971612627307574","0.3971612627307574","0.29292752164046004","0.29292752164046004","0.29292752164046004","2.213416318098704","2.213416318098704","2.213416318098704","12.23434160153071","12.23434160153071","12.23434160153071","14.65872065226237","14.65872065226237","14.65872065226237"
"3060","0.1193663018445174","0.1193663018445174","0.1193663018445174","0.21526256327827772","0.21526256327827772","0.21526256327827772","0.39639393736918765","0.39639393736918765","0.39639393736918765","0.2407310799251642","0.2407310799251642","0.2407310799251642","2.4220529596010842","2.4220529596010842","2.4220529596010842","12.092519700527191","12.092519700527191","12.092519700527191","14.822012702624003","14.822012702624003","14.822012702624003"
"3120","0.26980166509747505","0.26980166509747505","0.26980166509747505","0.21508149926861128","0.21508149926861128","0.21508149926861128","0.3959294706583023","0.3959294706583023","0.3959294706583023","0.3809401196582864","0.3809401196582864","0.3809401196582864","2.35574863354365","2.35574863354365","2.35574863354365","12.131804943084717","12.131804943084717","12.131804943084717","14.722503761450449","14.722503761450449","14.722503761450449"
"3180","0.24446939677000046","0.24446939677000046","0.24446939677000046","0.2154770294825236","0.2154770294825236","0.2154770294825236","0.39599457879861194","0.39599457879861194","0.39599457879861194","0.3635553466932227","0.3635553466932227","0.3635553466932227","2.326442996660868","2.326442996660868","2.326442996660868","12.06511914730072","12.06511914730072","12.06511914730072","14.600333511829376","14.600333511829376","14.600333511829376"
"3240","0.20787356918056807","0.20787356918056807","0.20787356918056807","0.21517308056354523","0.21517308056354523","0.21517308056354523","0.3956856355071068","0.3956856355071068","0.3956856355071068","0.30379158491268754","0.30379158491268754","0.30379158491268754","2.26373944679896","2.26373944679896","2.26373944679896","12.059187889099121","12.059187889099121","12.059187889099121","14.537676771481832","14.537676771481832","14.537676771481832"
"3300","0.2656093128025532","0.2656093128025532","0.2656093128025532","0.21610824391245842","0.21610824391245842","0.21610824391245842","0.39605170488357544","0.39605170488357544","0.39605170488357544","0.355630237274454","0.355630237274454","0.355630237274454","2.323397239049276","2.323397239049276","2.323397239049276","12.063649614651998","12.063649614651998","12.063649614651998","14.606076737244925","14.606076737244925","14.606076737244925"
"3360","0.2849183455109596","0.2849183455109596","0.2849183455109596","0.21729950234293938","0.21729950234293938","0.21729950234293938","0.39677539219458896","0.39677539219458896","0.39677539219458896","0.41635830091157305","0.41635830091157305","0.41635830091157305","2.3352693915367126","2.3352693915367126","2.3352693915367126","12.055047452449799","12.055047452449799","12.055047452449799","14.603893140951792","14.603893140951792","14.603893140951792"
"3420","0.2776641435921192","0.2776641435921192","0.2776641435921192","0.2177586816251278","0.2177586816251278","0.2177586816251278","0.39714891215165454","0.39714891215165454","0.39714891215165454","0.36588909088944394","0.36588909088944394","0.36588909088944394","2.3329917192459106","2.3329917192459106","2.3329917192459106","12.057786762714386","12.057786762714386","12.057786762714386","14.600940644741058","14.600940644741058","14.600940644741058"
"3480","0.2957027095059554","0.2957027095059554","0.2957027095059554","0.21947438021500906","0.21947438021500906","0.21947438021500906","0.3981963594754537","0.3981963594754537","0.3981963594754537","0.3945209111291206","0.3945209111291206","0.3945209111291206","2.3633333444595337","2.3633333444595337","2.3633333444595337","12.20324989159902","12.20324989159902","12.20324989159902","14.791677673657736","14.791677673657736","14.791677673657736"
"3540","0.2241308589776357","0.2241308589776357","0.2241308589776357","0.21986298387249312","0.21986298387249312","0.21986298387249312","0.3984566529591878","0.3984566529591878","0.3984566529591878","0.2706969629386246","0.2706969629386246","0.2706969629386246","2.3468302885691323","2.3468302885691323","2.3468302885691323","12.181517084439596","12.181517084439596","12.181517084439596","14.73795211315155","14.73795211315155","14.73795211315155"
"3600","0.30802860483527184","0.30802860483527184","0.30802860483527184","0.22062154486775398","0.22062154486775398","0.22062154486775398","0.3990413472056389","0.3990413472056389","0.3990413472056389","0.44838518868588534","0.44838518868588534","0.44838518868588534","2.3878286878267923","2.3878286878267923","2.3878286878267923","12.284037391344706","12.284037391344706","12.284037391344706","14.90434056520462","14.90434056520462","14.90434056520462"
"3660","0.1988191306591034","0.1988191306591034","0.1988191306591034","0.2217532234887282","0.2217532234887282","0.2217532234887282","0.39965622623761493","0.39965622623761493","0.39965622623761493","0.2169432810296712","0.2169432810296712","0.2169432810296712","2.302118261655172","2.302118261655172","2.302118261655172","12.17840564250946","12.17840564250946","12.17840564250946","14.689140498638153","14.689140498638153","14.689140498638153"
"3720","0.26232846826314926","0.26232846826314926","0.26232846826314926","0.221785398821036","0.221785398821036","0.221785398821036","0.3994413688778877","0.3994413688778877","0.3994413688778877","0.32331801681236055","0.32331801681236055","0.32331801681236055","2.383116523424784","2.383116523424784","2.383116523424784","12.19877415895462","12.19877415895462","12.19877415895462","14.787495831648508","14.787495831648508","14.787495831648508"
"3780","0.20109668746590614","0.20109668746590614","0.20109668746590614","0.22204052408536276","0.22204052408536276","0.22204052408536276","0.39952103545268375","0.39952103545268375","0.39952103545268375","0.28734694780238595","0.28734694780238595","0.28734694780238595","2.3686420917510986","2.3686420917510986","2.3686420917510986","12.204598565896353","12.204598565896353","12.204598565896353","14.788219193617502","14.788219193617502","14.788219193617502"
"3840","0.1686544306576252","0.1686544306576252","0.1686544306576252","0.22096645583709082","0.22096645583709082","0.22096645583709082","0.398774191737175","0.398774191737175","0.398774191737175","0.2517537562331806","0.2517537562331806","0.2517537562331806","2.3686811129252114","2.3686811129252114","2.3686811129252114","12.217602769533793","12.217602769533793","12.217602769533793","14.78870286544164","14.78870286544164","14.78870286544164"
