"Step","light-hill-20 - losses/policy_loss","light-hill-20 - losses/policy_loss__MIN","light-hill-20 - losses/policy_loss__MAX","light-hill-20 - losses/total_loss","light-hill-20 - losses/total_loss__MIN","light-hill-20 - losses/total_loss__MAX"
"1","0.9349405169487","0.9349405169487","0.9349405169487","4.561043739318848","4.561043739318848","4.561043739318848"
"2","0.8869809508323669","0.8869809508323669","0.8869809508323669","4.187338352203369","4.187338352203369","4.187338352203369"
"3","0.8420520424842834","0.8420520424842834","0.8420520424842834","4.183773994445801","4.183773994445801","4.183773994445801"
"4","0.8158609867095947","0.8158609867095947","0.8158609867095947","4.189488410949707","4.189488410949707","4.189488410949707"
"5","0.8000264167785645","0.8000264167785645","0.8000264167785645","4.190702438354492","4.190702438354492","4.190702438354492"
"6","0.7892550826072693","0.7892550826072693","0.7892550826072693","4.181416988372803","4.181416988372803","4.181416988372803"
"7","0.7820837497711182","0.7820837497711182","0.7820837497711182","4.163522720336914","4.163522720336914","4.163522720336914"
"8","0.7772428393363953","0.7772428393363953","0.7772428393363953","4.140257835388184","4.140257835388184","4.140257835388184"
"9","0.9079868197441101","0.9079868197441101","0.9079868197441101","3.7677433490753174","3.7677433490753174","3.7677433490753174"
"10","0.882506251335144","0.882506251335144","0.882506251335144","3.7081103324890137","3.7081103324890137","3.7081103324890137"
"11","0.85474693775177","0.85474693775177","0.85474693775177","3.6427102088928223","3.6427102088928223","3.6427102088928223"
"12","0.831899106502533","0.831899106502533","0.831899106502533","3.5862882137298584","3.5862882137298584","3.5862882137298584"
"13","0.8141593933105469","0.8141593933105469","0.8141593933105469","3.5648555755615234","3.5648555755615234","3.5648555755615234"
"14","0.8025106191635132","0.8025106191635132","0.8025106191635132","3.56679630279541","3.56679630279541","3.56679630279541"
"15","0.7950805425643921","0.7950805425643921","0.7950805425643921","3.5508646965026855","3.5508646965026855","3.5508646965026855"
"16","0.7895740270614624","0.7895740270614624","0.7895740270614624","3.5232577323913574","3.5232577323913574","3.5232577323913574"
"17","0.2551290690898895","0.2551290690898895","0.2551290690898895","2.102477550506592","2.102477550506592","2.102477550506592"
"18","0.24910421669483185","0.24910421669483185","0.24910421669483185","1.9681293964385986","1.9681293964385986","1.9681293964385986"
"19","0.24143356084823608","0.24143356084823608","0.24143356084823608","1.9044773578643799","1.9044773578643799","1.9044773578643799"
"20","0.23293456435203552","0.23293456435203552","0.23293456435203552","1.9247102737426758","1.9247102737426758","1.9247102737426758"
"21","0.22399231791496277","0.22399231791496277","0.22399231791496277","1.941400170326233","1.941400170326233","1.941400170326233"
"22","0.21608231961727142","0.21608231961727142","0.21608231961727142","1.9509412050247192","1.9509412050247192","1.9509412050247192"
"23","0.21017786860466003","0.21017786860466003","0.21017786860466003","1.9515912532806396","1.9515912532806396","1.9515912532806396"
"24","0.2053890973329544","0.2053890973329544","0.2053890973329544","1.9421693086624146","1.9421693086624146","1.9421693086624146"
"25","0.10080385953187943","0.10080385953187943","0.10080385953187943","1.5650877952575684","1.5650877952575684","1.5650877952575684"
"26","0.09706811606884003","0.09706811606884003","0.09706811606884003","1.5450315475463867","1.5450315475463867","1.5450315475463867"
"27","0.09136795252561569","0.09136795252561569","0.09136795252561569","1.517399787902832","1.517399787902832","1.517399787902832"
"28","0.08452942967414856","0.08452942967414856","0.08452942967414856","1.4886078834533691","1.4886078834533691","1.4886078834533691"
"29","0.07749830186367035","0.07749830186367035","0.07749830186367035","1.465554118156433","1.465554118156433","1.465554118156433"
"30","0.07107306271791458","0.07107306271791458","0.07107306271791458","1.45982027053833","1.45982027053833","1.45982027053833"
"31","0.06539703905582428","0.06539703905582428","0.06539703905582428","1.4694578647613525","1.4694578647613525","1.4694578647613525"
"32","0.06067618355154991","0.06067618355154991","0.06067618355154991","1.4558663368225098","1.4558663368225098","1.4558663368225098"
"33","0.04490881413221359","0.04490881413221359","0.04490881413221359","1.3475782871246338","1.3475782871246338","1.3475782871246338"
"34","0.04150126874446869","0.04150126874446869","0.04150126874446869","1.2539678812026978","1.2539678812026978","1.2539678812026978"
"35","0.03623371198773384","0.03623371198773384","0.03623371198773384","1.1912891864776611","1.1912891864776611","1.1912891864776611"
"36","0.029220955446362495","0.029220955446362495","0.029220955446362495","1.2056400775909424","1.2056400775909424","1.2056400775909424"
"37","0.021714087575674057","0.021714087575674057","0.021714087575674057","1.218042016029358","1.218042016029358","1.218042016029358"
"38","0.014478815719485283","0.014478815719485283","0.014478815719485283","1.2259464263916016","1.2259464263916016","1.2259464263916016"
"39","0.008010718040168285","0.008010718040168285","0.008010718040168285","1.227587342262268","1.227587342262268","1.227587342262268"
"40","0.0025334800593554974","0.0025334800593554974","0.0025334800593554974","1.2223947048187256","1.2223947048187256","1.2223947048187256"
"41","0.1113361343741417","0.1113361343741417","0.1113361343741417","1.426030158996582","1.426030158996582","1.426030158996582"
"42","0.10766685754060745","0.10766685754060745","0.10766685754060745","1.4097119569778442","1.4097119569778442","1.4097119569778442"
"43","0.10214512795209885","0.10214512795209885","0.10214512795209885","1.3865365982055664","1.3865365982055664","1.3865365982055664"
"44","0.09534561634063721","0.09534561634063721","0.09534561634063721","1.3606706857681274","1.3606706857681274","1.3606706857681274"
"45","0.08797767758369446","0.08797767758369446","0.08797767758369446","1.3391869068145752","1.3391869068145752","1.3391869068145752"
"46","0.08039936423301697","0.08039936423301697","0.08039936423301697","1.3323994874954224","1.3323994874954224","1.3323994874954224"
"47","0.07376447319984436","0.07376447319984436","0.07376447319984436","1.341041088104248","1.341041088104248","1.341041088104248"
"48","0.06822703778743744","0.06822703778743744","0.06822703778743744","1.3345900774002075","1.3345900774002075","1.3345900774002075"
"49","0.16964523494243622","0.16964523494243622","0.16964523494243622","1.5543960332870483","1.5543960332870483","1.5543960332870483"
"50","0.16504283249378204","0.16504283249378204","0.16504283249378204","1.4438635110855103","1.4438635110855103","1.4438635110855103"
"51","0.1579049676656723","0.1579049676656723","0.1579049676656723","1.3719099760055542","1.3719099760055542","1.3719099760055542"
"52","0.14883962273597717","0.14883962273597717","0.14883962273597717","1.3824944496154785","1.3824944496154785","1.3824944496154785"
"53","0.13969239592552185","0.13969239592552185","0.13969239592552185","1.3936890363693237","1.3936890363693237","1.3936890363693237"
"54","0.13139037787914276","0.13139037787914276","0.13139037787914276","1.4033145904541016","1.4033145904541016","1.4033145904541016"
"55","0.12440192699432373","0.12440192699432373","0.12440192699432373","1.4089550971984863","1.4089550971984863","1.4089550971984863"
"56","0.11888595670461655","0.11888595670461655","0.11888595670461655","1.4088945388793945","1.4088945388793945","1.4088945388793945"
"57","0.07665036618709564","0.07665036618709564","0.07665036618709564","1.298567771911621","1.298567771911621","1.298567771911621"
"58","0.07307855784893036","0.07307855784893036","0.07307855784893036","1.2873852252960205","1.2873852252960205","1.2873852252960205"
"59","0.06747236102819443","0.06747236102819443","0.06747236102819443","1.268803596496582","1.268803596496582","1.268803596496582"
"60","0.06140884757041931","0.06140884757041931","0.06140884757041931","1.2467272281646729","1.2467272281646729","1.2467272281646729"
"61","0.05525566264986992","0.05525566264986992","0.05525566264986992","1.223788857460022","1.223788857460022","1.223788857460022"
"62","0.04915337637066841","0.04915337637066841","0.04915337637066841","1.2020326852798462","1.2020326852798462","1.2020326852798462"
"63","0.0436595119535923","0.0436595119535923","0.0436595119535923","1.1855547428131104","1.1855547428131104","1.1855547428131104"
"64","0.03838286176323891","0.03838286176323891","0.03838286176323891","1.199339747428894","1.199339747428894","1.199339747428894"
"65","0.02133994735777378","0.02133994735777378","0.02133994735777378","1.2389742136001587","1.2389742136001587","1.2389742136001587"
"66","0.017991844564676285","0.017991844564676285","0.017991844564676285","1.1795406341552734","1.1795406341552734","1.1795406341552734"
"67","0.012781435623764992","0.012781435623764992","0.012781435623764992","1.0837334394454956","1.0837334394454956","1.0837334394454956"
"68","0.006163427606225014","0.006163427606225014","0.006163427606225014","1.0651156902313232","1.0651156902313232","1.0651156902313232"
"69","-0.0014097997918725014","-0.0014097997918725014","-0.0014097997918725014","1.0731563568115234","1.0731563568115234","1.0731563568115234"
"70","-0.009024372324347496","-0.009024372324347496","-0.009024372324347496","1.082183837890625","1.082183837890625","1.082183837890625"
"71","-0.01575741358101368","-0.01575741358101368","-0.01575741358101368","1.0886421203613281","1.0886421203613281","1.0886421203613281"
"72","-0.021632859483361244","-0.021632859483361244","-0.021632859483361244","1.0903801918029785","1.0903801918029785","1.0903801918029785"
"73","0.10981372743844986","0.10981372743844986","0.10981372743844986","1.3861249685287476","1.3861249685287476","1.3861249685287476"
"74","0.10587461292743683","0.10587461292743683","0.10587461292743683","1.3797258138656616","1.3797258138656616","1.3797258138656616"
"75","0.09967208653688431","0.09967208653688431","0.09967208653688431","1.3664969205856323","1.3664969205856323","1.3664969205856323"
"76","0.09229519218206406","0.09229519218206406","0.09229519218206406","1.3488298654556274","1.3488298654556274","1.3488298654556274"
"77","0.0847746953368187","0.0847746953368187","0.0847746953368187","1.3292291164398193","1.3292291164398193","1.3292291164398193"
"78","0.07763950526714325","0.07763950526714325","0.07763950526714325","1.309668779373169","1.309668779373169","1.309668779373169"
"79","0.07115577161312103","0.07115577161312103","0.07115577161312103","1.2919511795043945","1.2919511795043945","1.2919511795043945"
"80","0.06524887681007385","0.06524887681007385","0.06524887681007385","1.2837413549423218","1.2837413549423218","1.2837413549423218"
"81","0.019901519641280174","0.019901519641280174","0.019901519641280174","1.1245092153549194","1.1245092153549194","1.1245092153549194"
"82","0.016405846923589706","0.016405846923589706","0.016405846923589706","1.0865129232406616","1.0865129232406616","1.0865129232406616"
"83","0.010934727266430855","0.010934727266430855","0.010934727266430855","0.993746817111969","0.993746817111969","0.993746817111969"
"84","0.004060263279825449","0.004060263279825449","0.004060263279825449","0.9566754102706909","0.9566754102706909","0.9566754102706909"
"85","-0.0035303879994899035","-0.0035303879994899035","-0.0035303879994899035","0.9655846953392029","0.9655846953392029","0.9655846953392029"
"86","-0.011186117306351662","-0.011186117306351662","-0.011186117306351662","0.9738922715187073","0.9738922715187073","0.9738922715187073"
"87","-0.018194982782006264","-0.018194982782006264","-0.018194982782006264","0.9798315167427063","0.9798315167427063","0.9798315167427063"
"88","-0.024110063910484314","-0.024110063910484314","-0.024110063910484314","0.9818880558013916","0.9818880558013916","0.9818880558013916"
"89","0.03774845600128174","0.03774845600128174","0.03774845600128174","1.1281254291534424","1.1281254291534424","1.1281254291534424"
"90","0.033269334584474564","0.033269334584474564","0.033269334584474564","1.1221586465835571","1.1221586465835571","1.1221586465835571"
"91","0.025838132947683334","0.025838132947683334","0.025838132947683334","1.1089961528778076","1.1089961528778076","1.1089961528778076"
"92","0.016877366229891777","0.016877366229891777","0.016877366229891777","1.091204285621643","1.091204285621643","1.091204285621643"
"93","0.00776366563513875","0.00776366563513875","0.00776366563513875","1.071518898010254","1.071518898010254","1.071518898010254"
"94","-0.0010609014425426722","-0.0010609014425426722","-0.0010609014425426722","1.0517446994781494","1.0517446994781494","1.0517446994781494"
"95","-0.008751786313951015","-0.008751786313951015","-0.008751786313951015","1.0337793827056885","1.0337793827056885","1.0337793827056885"
"96","-0.01512997504323721","-0.01512997504323721","-0.01512997504323721","1.0204365253448486","1.0204365253448486","1.0204365253448486"
"97","-0.0015697097405791283","-0.0015697097405791283","-0.0015697097405791283","1.3634976148605347","1.3634976148605347","1.3634976148605347"
"98","-0.005470443516969681","-0.005470443516969681","-0.005470443516969681","1.3221057653427124","1.3221057653427124","1.3221057653427124"
"99","-0.011607592925429344","-0.011607592925429344","-0.011607592925429344","1.219265103340149","1.219265103340149","1.219265103340149"
"100","-0.018744174391031265","-0.018744174391031265","-0.018744174391031265","1.1778241395950317","1.1778241395950317","1.1778241395950317"
"101","-0.02690684236586094","-0.02690684236586094","-0.02690684236586094","1.186322569847107","1.186322569847107","1.186322569847107"
"102","-0.03508615121245384","-0.03508615121245384","-0.03508615121245384","1.1949762105941772","1.1949762105941772","1.1949762105941772"
"103","-0.041844431310892105","-0.041844431310892105","-0.041844431310892105","1.2027995586395264","1.2027995586395264","1.2027995586395264"
"104","-0.04739189147949219","-0.04739189147949219","-0.04739189147949219","1.2073856592178345","1.2073856592178345","1.2073856592178345"
"105","-0.0016767523484304547","-0.0016767523484304547","-0.0016767523484304547","0.9192990064620972","0.9192990064620972","0.9192990064620972"
"106","-0.00486820237711072","-0.00486820237711072","-0.00486820237711072","0.9163909554481506","0.9163909554481506","0.9163909554481506"
"107","-0.009984525851905346","-0.009984525851905346","-0.009984525851905346","0.9067538976669312","0.9067538976669312","0.9067538976669312"
"108","-0.016560444608330727","-0.016560444608330727","-0.016560444608330727","0.8918705582618713","0.8918705582618713","0.8918705582618713"
"109","-0.02377590723335743","-0.02377590723335743","-0.02377590723335743","0.8740251064300537","0.8740251064300537","0.8740251064300537"
"110","-0.030801434069871902","-0.030801434069871902","-0.030801434069871902","0.8555331230163574","0.8555331230163574","0.8555331230163574"
"111","-0.03668411076068878","-0.03668411076068878","-0.03668411076068878","0.8386465907096863","0.8386465907096863","0.8386465907096863"
"112","-0.04223273694515228","-0.04223273694515228","-0.04223273694515228","0.8236412405967712","0.8236412405967712","0.8236412405967712"
"113","0.018694709986448288","0.018694709986448288","0.018694709986448288","1.078635811805725","1.078635811805725","1.078635811805725"
"114","0.01443280465900898","0.01443280465900898","0.01443280465900898","1.0466585159301758","1.0466585159301758","1.0466585159301758"
"115","0.008024971932172775","0.008024971932172775","0.008024971932172775","0.9482454061508179","0.9482454061508179","0.9482454061508179"
"116","0.00035522523103281856","0.00035522523103281856","0.00035522523103281856","0.8849713206291199","0.8849713206291199","0.8849713206291199"
"117","-0.008229006081819534","-0.008229006081819534","-0.008229006081819534","0.8867876529693604","0.8867876529693604","0.8867876529693604"
"118","-0.01657724380493164","-0.01657724380493164","-0.01657724380493164","0.8906019330024719","0.8906019330024719","0.8906019330024719"
"119","-0.023475628346204758","-0.023475628346204758","-0.023475628346204758","0.8960195779800415","0.8960195779800415","0.8960195779800415"
"120","-0.029190868139266968","-0.029190868139266968","-0.029190868139266968","0.9009414911270142","0.9009414911270142","0.9009414911270142"
"121","-0.0006209961720742285","-0.0006209961720742285","-0.0006209961720742285","0.9861217737197876","0.9861217737197876","0.9861217737197876"
"122","-0.004078293219208717","-0.004078293219208717","-0.004078293219208717","0.9870446920394897","0.9870446920394897","0.9870446920394897"
"123","-0.009936744347214699","-0.009936744347214699","-0.009936744347214699","0.9794536232948303","0.9794536232948303","0.9794536232948303"
"124","-0.017126519232988358","-0.017126519232988358","-0.017126519232988358","0.9651434421539307","0.9651434421539307","0.9651434421539307"
"125","-0.02477363869547844","-0.02477363869547844","-0.02477363869547844","0.9464693665504456","0.9464693665504456","0.9464693665504456"
"126","-0.0321279875934124","-0.0321279875934124","-0.0321279875934124","0.9259442687034607","0.9259442687034607","0.9259442687034607"
"127","-0.03880704566836357","-0.03880704566836357","-0.03880704566836357","0.905749499797821","0.905749499797821","0.905749499797821"
"128","-0.04470131918787956","-0.04470131918787956","-0.04470131918787956","0.8873047828674316","0.8873047828674316","0.8873047828674316"
"129","0.12419897317886353","0.12419897317886353","0.12419897317886353","1.132312297821045","1.132312297821045","1.132312297821045"
"130","0.11811904609203339","0.11811904609203339","0.11811904609203339","1.1093114614486694","1.1093114614486694","1.1093114614486694"
"131","0.10924550890922546","0.10924550890922546","0.10924550890922546","1.0205870866775513","1.0205870866775513","1.0205870866775513"
"132","0.0990474745631218","0.0990474745631218","0.0990474745631218","0.938351035118103","0.938351035118103","0.938351035118103"
"133","0.0881921723484993","0.0881921723484993","0.0881921723484993","0.9364438056945801","0.9364438056945801","0.9364438056945801"
"134","0.07856820523738861","0.07856820523738861","0.07856820523738861","0.9369879961013794","0.9369879961013794","0.9369879961013794"
"135","0.07063820213079453","0.07063820213079453","0.07063820213079453","0.9393301606178284","0.9393301606178284","0.9393301606178284"
"136","0.06455044448375702","0.06455044448375702","0.06455044448375702","0.9423701167106628","0.9423701167106628","0.9423701167106628"
"137","0.0762103870511055","0.0762103870511055","0.0762103870511055","0.8364083766937256","0.8364083766937256","0.8364083766937256"
"138","0.07183106988668442","0.07183106988668442","0.07183106988668442","0.8357465267181396","0.8357465267181396","0.8357465267181396"
"139","0.06524147838354111","0.06524147838354111","0.06524147838354111","0.8295534253120422","0.8295534253120422","0.8295534253120422"
"140","0.05727637559175491","0.05727637559175491","0.05727637559175491","0.8188759684562683","0.8188759684562683","0.8188759684562683"
"141","0.04915039241313934","0.04915039241313934","0.04915039241313934","0.805589497089386","0.805589497089386","0.805589497089386"
"142","0.04142605885863304","0.04142605885863304","0.04142605885863304","0.7912019491195679","0.7912019491195679","0.7912019491195679"
"143","0.03472144901752472","0.03472144901752472","0.03472144901752472","0.7772148251533508","0.7772148251533508","0.7772148251533508"
"144","0.028755588456988335","0.028755588456988335","0.028755588456988335","0.7641628980636597","0.7641628980636597","0.7641628980636597"
"145","0.04063333943486214","0.04063333943486214","0.04063333943486214","0.8145138621330261","0.8145138621330261","0.8145138621330261"
"146","0.03624342754483223","0.03624342754483223","0.03624342754483223","0.7810065746307373","0.7810065746307373","0.7810065746307373"
"147","0.029821110889315605","0.029821110889315605","0.029821110889315605","0.6954631209373474","0.6954631209373474","0.6954631209373474"
"148","0.021955527365207672","0.021955527365207672","0.021955527365207672","0.642400860786438","0.642400860786438","0.642400860786438"
"149","0.013343771919608116","0.013343771919608116","0.013343771919608116","0.6428686380386353","0.6428686380386353","0.6428686380386353"
"150","0.004952427931129932","0.004952427931129932","0.004952427931129932","0.6447291374206543","0.6447291374206543","0.6447291374206543"
"151","-0.0021305102854967117","-0.0021305102854967117","-0.0021305102854967117","0.6479576230049133","0.6479576230049133","0.6479576230049133"
"152","-0.007890821434557438","-0.007890821434557438","-0.007890821434557438","0.6513237953186035","0.6513237953186035","0.6513237953186035"
"153","-0.0027755186893045902","-0.0027755186893045902","-0.0027755186893045902","0.7395384311676025","0.7395384311676025","0.7395384311676025"
"154","-0.0071523599326610565","-0.0071523599326610565","-0.0071523599326610565","0.7395128607749939","0.7395128607749939","0.7395128607749939"
"155","-0.013774553313851357","-0.013774553313851357","-0.013774553313851357","0.7335104942321777","0.7335104942321777","0.7335104942321777"
"156","-0.0213230699300766","-0.0213230699300766","-0.0213230699300766","0.7229973077774048","0.7229973077774048","0.7229973077774048"
"157","-0.029305124655365944","-0.029305124655365944","-0.029305124655365944","0.7091549634933472","0.7091549634933472","0.7091549634933472"
"158","-0.0368829108774662","-0.0368829108774662","-0.0368829108774662","0.6937896609306335","0.6937896609306335","0.6937896609306335"
"159","-0.043718695640563965","-0.043718695640563965","-0.043718695640563965","0.6782511472702026","0.6782511472702026","0.6782511472702026"
"160","-0.049833640456199646","-0.049833640456199646","-0.049833640456199646","0.6634146571159363","0.6634146571159363","0.6634146571159363"
"161","-0.0011628033826127648","-0.0011628033826127648","-0.0011628033826127648","0.6869667768478394","0.6869667768478394","0.6869667768478394"
"162","-0.005789829418063164","-0.005789829418063164","-0.005789829418063164","0.6610988974571228","0.6610988974571228","0.6610988974571228"
"163","-0.013075603172183037","-0.013075603172183037","-0.013075603172183037","0.5827280282974243","0.5827280282974243","0.5827280282974243"
"164","-0.021526837721467018","-0.021526837721467018","-0.021526837721467018","0.5231977701187134","0.5231977701187134","0.5231977701187134"
"165","-0.030498944222927094","-0.030498944222927094","-0.030498944222927094","0.5231614112854004","0.5231614112854004","0.5231614112854004"
"166","-0.03916151821613312","-0.03916151821613312","-0.03916151821613312","0.524882435798645","0.524882435798645","0.524882435798645"
"167","-0.046614255756139755","-0.046614255756139755","-0.046614255756139755","0.5279477834701538","0.5279477834701538","0.5279477834701538"
"168","-0.052354637533426285","-0.052354637533426285","-0.052354637533426285","0.5312947630882263","0.5312947630882263","0.5312947630882263"
"169","-0.0009182569338008761","-0.0009182569338008761","-0.0009182569338008761","0.5743616223335266","0.5743616223335266","0.5743616223335266"
"170","-0.004796166904270649","-0.004796166904270649","-0.004796166904270649","0.5734058022499084","0.5734058022499084","0.5734058022499084"
"171","-0.01160595752298832","-0.01160595752298832","-0.01160595752298832","0.5669064521789551","0.5669064521789551","0.5669064521789551"
"172","-0.02017689310014248","-0.02017689310014248","-0.02017689310014248","0.5561621785163879","0.5561621785163879","0.5561621785163879"
"173","-0.029567565768957138","-0.029567565768957138","-0.029567565768957138","0.5426039695739746","0.5426039695739746","0.5426039695739746"
"174","-0.03851398825645447","-0.03851398825645447","-0.03851398825645447","0.5281792879104614","0.5281792879104614","0.5281792879104614"
"175","-0.045873258262872696","-0.045873258262872696","-0.045873258262872696","0.5147300362586975","0.5147300362586975","0.5147300362586975"
"176","-0.051799070090055466","-0.051799070090055466","-0.051799070090055466","0.50272136926651","0.50272136926651","0.50272136926651"
"177","-0.0006957590230740607","-0.0006957590230740607","-0.0006957590230740607","0.5002734065055847","0.5002734065055847","0.5002734065055847"
"178","-0.006034649908542633","-0.006034649908542633","-0.006034649908542633","0.48020482063293457","0.48020482063293457","0.48020482063293457"
"179","-0.013541213236749172","-0.013541213236749172","-0.013541213236749172","0.4241436719894409","0.4241436719894409","0.4241436719894409"
"180","-0.02173950895667076","-0.02173950895667076","-0.02173950895667076","0.3688480257987976","0.3688480257987976","0.3688480257987976"
"181","-0.03017326258122921","-0.03017326258122921","-0.03017326258122921","0.3697787821292877","0.3697787821292877","0.3697787821292877"
"182","-0.037978023290634155","-0.037978023290634155","-0.037978023290634155","0.3723500669002533","0.3723500669002533","0.3723500669002533"
"183","-0.0442541278898716","-0.0442541278898716","-0.0442541278898716","0.3747963011264801","0.3747963011264801","0.3747963011264801"
"184","-0.04932520538568497","-0.04932520538568497","-0.04932520538568497","0.37524500489234924","0.37524500489234924","0.37524500489234924"
"185","0.0005767345428466797","0.0005767345428466797","0.0005767345428466797","0.48359668254852295","0.48359668254852295","0.48359668254852295"
"186","-0.0029353201389312744","-0.0029353201389312744","-0.0029353201389312744","0.4802458584308624","0.4802458584308624","0.4802458584308624"
"187","-0.008248850703239441","-0.008248850703239441","-0.008248850703239441","0.47338372468948364","0.47338372468948364","0.47338372468948364"
"188","-0.015016764402389526","-0.015016764402389526","-0.015016764402389526","0.46372339129447937","0.46372339129447937","0.46372339129447937"
"189","-0.022279731929302216","-0.022279731929302216","-0.022279731929302216","0.45274192094802856","0.45274192094802856","0.45274192094802856"
"190","-0.029366515576839447","-0.029366515576839447","-0.029366515576839447","0.4416378438472748","0.4416378438472748","0.4416378438472748"
"191","-0.03609740734100342","-0.03609740734100342","-0.03609740734100342","0.43103331327438354","0.43103331327438354","0.43103331327438354"
"192","-0.042310163378715515","-0.042310163378715515","-0.042310163378715515","0.42161476612091064","0.42161476612091064","0.42161476612091064"
"193","0.05659249424934387","0.05659249424934387","0.05659249424934387","0.5167391300201416","0.5167391300201416","0.5167391300201416"
"194","0.0516633503139019","0.0516633503139019","0.0516633503139019","0.48589032888412476","0.48589032888412476","0.48589032888412476"
"195","0.04438618943095207","0.04438618943095207","0.04438618943095207","0.41806137561798096","0.41806137561798096","0.41806137561798096"
"196","0.036486055701971054","0.036486055701971054","0.036486055701971054","0.38321584463119507","0.38321584463119507","0.38321584463119507"
"197","0.02792372554540634","0.02792372554540634","0.02792372554540634","0.38406047224998474","0.38406047224998474","0.38406047224998474"
"198","0.01990606263279915","0.01990606263279915","0.01990606263279915","0.38709908723831177","0.38709908723831177","0.38709908723831177"
"199","0.013215819373726845","0.013215819373726845","0.013215819373726845","0.39138439297676086","0.39138439297676086","0.39138439297676086"
"200","0.007781507913023233","0.007781507913023233","0.007781507913023233","0.39477911591529846","0.39477911591529846","0.39477911591529846"
"201","-0.0011435002088546753","-0.0011435002088546753","-0.0011435002088546753","0.42467302083969116","0.42467302083969116","0.42467302083969116"
"202","-0.006200015544891357","-0.006200015544891357","-0.006200015544891357","0.41955992579460144","0.41955992579460144","0.41955992579460144"
