"Step","playful-dust-3 - returns/mean","playful-dust-3 - returns/mean__MIN","playful-dust-3 - returns/mean__MAX","playful-dust-3 - returns/std","playful-dust-3 - returns/std__MIN","playful-dust-3 - returns/std__MAX"
"1","4.1884613037109375","4.1884613037109375","4.1884613037109375","1.7873432636260986","1.7873432636260986","1.7873432636260986"
"2","4.1884613037109375","4.1884613037109375","4.1884613037109375","1.7873432636260986","1.7873432636260986","1.7873432636260986"
"3","4.1884613037109375","4.1884613037109375","4.1884613037109375","1.7873432636260986","1.7873432636260986","1.7873432636260986"
"4","4.1884613037109375","4.1884613037109375","4.1884613037109375","1.7873432636260986","1.7873432636260986","1.7873432636260986"
"5","4.1884613037109375","4.1884613037109375","4.1884613037109375","1.7873432636260986","1.7873432636260986","1.7873432636260986"
"6","4.1884613037109375","4.1884613037109375","4.1884613037109375","1.7873432636260986","1.7873432636260986","1.7873432636260986"
"7","4.1884613037109375","4.1884613037109375","4.1884613037109375","1.7873432636260986","1.7873432636260986","1.7873432636260986"
"8","4.1884613037109375","4.1884613037109375","4.1884613037109375","1.7873432636260986","1.7873432636260986","1.7873432636260986"
"9","4.103238105773926","4.103238105773926","4.103238105773926","1.94749116897583","1.94749116897583","1.94749116897583"
"10","4.103238105773926","4.103238105773926","4.103238105773926","1.94749116897583","1.94749116897583","1.94749116897583"
"11","4.103238105773926","4.103238105773926","4.103238105773926","1.94749116897583","1.94749116897583","1.94749116897583"
"12","4.103238105773926","4.103238105773926","4.103238105773926","1.94749116897583","1.94749116897583","1.94749116897583"
"13","4.103238105773926","4.103238105773926","4.103238105773926","1.94749116897583","1.94749116897583","1.94749116897583"
"14","4.103238105773926","4.103238105773926","4.103238105773926","1.94749116897583","1.94749116897583","1.94749116897583"
"15","4.103238105773926","4.103238105773926","4.103238105773926","1.94749116897583","1.94749116897583","1.94749116897583"
"16","4.103238105773926","4.103238105773926","4.103238105773926","1.94749116897583","1.94749116897583","1.94749116897583"
"17","4.442896366119385","4.442896366119385","4.442896366119385","1.5035170316696167","1.5035170316696167","1.5035170316696167"
"18","4.442896366119385","4.442896366119385","4.442896366119385","1.5035170316696167","1.5035170316696167","1.5035170316696167"
"19","4.442896366119385","4.442896366119385","4.442896366119385","1.5035170316696167","1.5035170316696167","1.5035170316696167"
"20","4.442896366119385","4.442896366119385","4.442896366119385","1.5035170316696167","1.5035170316696167","1.5035170316696167"
"21","4.442896366119385","4.442896366119385","4.442896366119385","1.5035170316696167","1.5035170316696167","1.5035170316696167"
"22","4.442896366119385","4.442896366119385","4.442896366119385","1.5035170316696167","1.5035170316696167","1.5035170316696167"
"23","4.442896366119385","4.442896366119385","4.442896366119385","1.5035170316696167","1.5035170316696167","1.5035170316696167"
"24","4.442896366119385","4.442896366119385","4.442896366119385","1.5035170316696167","1.5035170316696167","1.5035170316696167"
"25","4.336681365966797","4.336681365966797","4.336681365966797","1.444172978401184","1.444172978401184","1.444172978401184"
"26","4.336681365966797","4.336681365966797","4.336681365966797","1.444172978401184","1.444172978401184","1.444172978401184"
"27","4.336681365966797","4.336681365966797","4.336681365966797","1.444172978401184","1.444172978401184","1.444172978401184"
"28","4.336681365966797","4.336681365966797","4.336681365966797","1.444172978401184","1.444172978401184","1.444172978401184"
"29","4.336681365966797","4.336681365966797","4.336681365966797","1.444172978401184","1.444172978401184","1.444172978401184"
"30","4.336681365966797","4.336681365966797","4.336681365966797","1.444172978401184","1.444172978401184","1.444172978401184"
"31","4.336681365966797","4.336681365966797","4.336681365966797","1.444172978401184","1.444172978401184","1.444172978401184"
"32","4.336681365966797","4.336681365966797","4.336681365966797","1.444172978401184","1.444172978401184","1.444172978401184"
"33","4.121448993682861","4.121448993682861","4.121448993682861","1.314241647720337","1.314241647720337","1.314241647720337"
"34","4.121448993682861","4.121448993682861","4.121448993682861","1.314241647720337","1.314241647720337","1.314241647720337"
"35","4.121448993682861","4.121448993682861","4.121448993682861","1.314241647720337","1.314241647720337","1.314241647720337"
"36","4.121448993682861","4.121448993682861","4.121448993682861","1.314241647720337","1.314241647720337","1.314241647720337"
"37","4.121448993682861","4.121448993682861","4.121448993682861","1.314241647720337","1.314241647720337","1.314241647720337"
"38","4.121448993682861","4.121448993682861","4.121448993682861","1.314241647720337","1.314241647720337","1.314241647720337"
"39","4.121448993682861","4.121448993682861","4.121448993682861","1.314241647720337","1.314241647720337","1.314241647720337"
"40","4.121448993682861","4.121448993682861","4.121448993682861","1.314241647720337","1.314241647720337","1.314241647720337"
"41","4.163861274719238","4.163861274719238","4.163861274719238","1.3330646753311157","1.3330646753311157","1.3330646753311157"
"42","4.163861274719238","4.163861274719238","4.163861274719238","1.3330646753311157","1.3330646753311157","1.3330646753311157"
"43","4.163861274719238","4.163861274719238","4.163861274719238","1.3330646753311157","1.3330646753311157","1.3330646753311157"
"44","4.163861274719238","4.163861274719238","4.163861274719238","1.3330646753311157","1.3330646753311157","1.3330646753311157"
"45","4.163861274719238","4.163861274719238","4.163861274719238","1.3330646753311157","1.3330646753311157","1.3330646753311157"
"46","4.163861274719238","4.163861274719238","4.163861274719238","1.3330646753311157","1.3330646753311157","1.3330646753311157"
"47","4.163861274719238","4.163861274719238","4.163861274719238","1.3330646753311157","1.3330646753311157","1.3330646753311157"
"48","4.163861274719238","4.163861274719238","4.163861274719238","1.3330646753311157","1.3330646753311157","1.3330646753311157"
"49","3.946375608444214","3.946375608444214","3.946375608444214","1.4592719078063965","1.4592719078063965","1.4592719078063965"
"50","3.946375608444214","3.946375608444214","3.946375608444214","1.4592719078063965","1.4592719078063965","1.4592719078063965"
"51","3.946375608444214","3.946375608444214","3.946375608444214","1.4592719078063965","1.4592719078063965","1.4592719078063965"
"52","3.946375608444214","3.946375608444214","3.946375608444214","1.4592719078063965","1.4592719078063965","1.4592719078063965"
"53","3.946375608444214","3.946375608444214","3.946375608444214","1.4592719078063965","1.4592719078063965","1.4592719078063965"
"54","3.946375608444214","3.946375608444214","3.946375608444214","1.4592719078063965","1.4592719078063965","1.4592719078063965"
"55","3.946375608444214","3.946375608444214","3.946375608444214","1.4592719078063965","1.4592719078063965","1.4592719078063965"
"56","3.946375608444214","3.946375608444214","3.946375608444214","1.4592719078063965","1.4592719078063965","1.4592719078063965"
"57","4.143782138824463","4.143782138824463","4.143782138824463","1.2946192026138306","1.2946192026138306","1.2946192026138306"
"58","4.143782138824463","4.143782138824463","4.143782138824463","1.2946192026138306","1.2946192026138306","1.2946192026138306"
"59","4.143782138824463","4.143782138824463","4.143782138824463","1.2946192026138306","1.2946192026138306","1.2946192026138306"
"60","4.143782138824463","4.143782138824463","4.143782138824463","1.2946192026138306","1.2946192026138306","1.2946192026138306"
"61","4.143782138824463","4.143782138824463","4.143782138824463","1.2946192026138306","1.2946192026138306","1.2946192026138306"
"62","4.143782138824463","4.143782138824463","4.143782138824463","1.2946192026138306","1.2946192026138306","1.2946192026138306"
"63","4.143782138824463","4.143782138824463","4.143782138824463","1.2946192026138306","1.2946192026138306","1.2946192026138306"
"64","4.143782138824463","4.143782138824463","4.143782138824463","1.2946192026138306","1.2946192026138306","1.2946192026138306"
"65","3.837892532348633","3.837892532348633","3.837892532348633","1.4484943151474","1.4484943151474","1.4484943151474"
"66","3.837892532348633","3.837892532348633","3.837892532348633","1.4484943151474","1.4484943151474","1.4484943151474"
"67","3.837892532348633","3.837892532348633","3.837892532348633","1.4484943151474","1.4484943151474","1.4484943151474"
"68","3.837892532348633","3.837892532348633","3.837892532348633","1.4484943151474","1.4484943151474","1.4484943151474"
"69","3.837892532348633","3.837892532348633","3.837892532348633","1.4484943151474","1.4484943151474","1.4484943151474"
"70","3.837892532348633","3.837892532348633","3.837892532348633","1.4484943151474","1.4484943151474","1.4484943151474"
"71","3.837892532348633","3.837892532348633","3.837892532348633","1.4484943151474","1.4484943151474","1.4484943151474"
"72","3.837892532348633","3.837892532348633","3.837892532348633","1.4484943151474","1.4484943151474","1.4484943151474"
"73","3.885751724243164","3.885751724243164","3.885751724243164","1.2515292167663574","1.2515292167663574","1.2515292167663574"
"74","3.885751724243164","3.885751724243164","3.885751724243164","1.2515292167663574","1.2515292167663574","1.2515292167663574"
"75","3.885751724243164","3.885751724243164","3.885751724243164","1.2515292167663574","1.2515292167663574","1.2515292167663574"
"76","3.885751724243164","3.885751724243164","3.885751724243164","1.2515292167663574","1.2515292167663574","1.2515292167663574"
"77","3.885751724243164","3.885751724243164","3.885751724243164","1.2515292167663574","1.2515292167663574","1.2515292167663574"
"78","3.885751724243164","3.885751724243164","3.885751724243164","1.2515292167663574","1.2515292167663574","1.2515292167663574"
"79","3.885751724243164","3.885751724243164","3.885751724243164","1.2515292167663574","1.2515292167663574","1.2515292167663574"
"80","3.885751724243164","3.885751724243164","3.885751724243164","1.2515292167663574","1.2515292167663574","1.2515292167663574"
"81","3.995633125305176","3.995633125305176","3.995633125305176","1.1653738021850586","1.1653738021850586","1.1653738021850586"
"82","3.995633125305176","3.995633125305176","3.995633125305176","1.1653738021850586","1.1653738021850586","1.1653738021850586"
"83","3.995633125305176","3.995633125305176","3.995633125305176","1.1653738021850586","1.1653738021850586","1.1653738021850586"
"84","3.995633125305176","3.995633125305176","3.995633125305176","1.1653738021850586","1.1653738021850586","1.1653738021850586"
"85","3.995633125305176","3.995633125305176","3.995633125305176","1.1653738021850586","1.1653738021850586","1.1653738021850586"
"86","3.995633125305176","3.995633125305176","3.995633125305176","1.1653738021850586","1.1653738021850586","1.1653738021850586"
"87","3.995633125305176","3.995633125305176","3.995633125305176","1.1653738021850586","1.1653738021850586","1.1653738021850586"
"88","3.995633125305176","3.995633125305176","3.995633125305176","1.1653738021850586","1.1653738021850586","1.1653738021850586"
"89","3.9557430744171143","3.9557430744171143","3.9557430744171143","1.1691077947616577","1.1691077947616577","1.1691077947616577"
"90","3.9557430744171143","3.9557430744171143","3.9557430744171143","1.1691077947616577","1.1691077947616577","1.1691077947616577"
"91","3.9557430744171143","3.9557430744171143","3.9557430744171143","1.1691077947616577","1.1691077947616577","1.1691077947616577"
"92","3.9557430744171143","3.9557430744171143","3.9557430744171143","1.1691077947616577","1.1691077947616577","1.1691077947616577"
"93","3.9557430744171143","3.9557430744171143","3.9557430744171143","1.1691077947616577","1.1691077947616577","1.1691077947616577"
"94","3.9557430744171143","3.9557430744171143","3.9557430744171143","1.1691077947616577","1.1691077947616577","1.1691077947616577"
"95","3.9557430744171143","3.9557430744171143","3.9557430744171143","1.1691077947616577","1.1691077947616577","1.1691077947616577"
"96","3.9557430744171143","3.9557430744171143","3.9557430744171143","1.1691077947616577","1.1691077947616577","1.1691077947616577"
"97","3.983431100845337","3.983431100845337","3.983431100845337","1.058753252029419","1.058753252029419","1.058753252029419"
"98","3.983431100845337","3.983431100845337","3.983431100845337","1.058753252029419","1.058753252029419","1.058753252029419"
"99","3.983431100845337","3.983431100845337","3.983431100845337","1.058753252029419","1.058753252029419","1.058753252029419"
"100","3.983431100845337","3.983431100845337","3.983431100845337","1.058753252029419","1.058753252029419","1.058753252029419"
"101","3.983431100845337","3.983431100845337","3.983431100845337","1.058753252029419","1.058753252029419","1.058753252029419"
"102","3.983431100845337","3.983431100845337","3.983431100845337","1.058753252029419","1.058753252029419","1.058753252029419"
"103","3.983431100845337","3.983431100845337","3.983431100845337","1.058753252029419","1.058753252029419","1.058753252029419"
"104","3.983431100845337","3.983431100845337","3.983431100845337","1.058753252029419","1.058753252029419","1.058753252029419"
"105","3.591019630432129","3.591019630432129","3.591019630432129","1.1775147914886475","1.1775147914886475","1.1775147914886475"
"106","3.591019630432129","3.591019630432129","3.591019630432129","1.1775147914886475","1.1775147914886475","1.1775147914886475"
"107","3.591019630432129","3.591019630432129","3.591019630432129","1.1775147914886475","1.1775147914886475","1.1775147914886475"
"108","3.591019630432129","3.591019630432129","3.591019630432129","1.1775147914886475","1.1775147914886475","1.1775147914886475"
"109","3.591019630432129","3.591019630432129","3.591019630432129","1.1775147914886475","1.1775147914886475","1.1775147914886475"
"110","3.591019630432129","3.591019630432129","3.591019630432129","1.1775147914886475","1.1775147914886475","1.1775147914886475"
"111","3.591019630432129","3.591019630432129","3.591019630432129","1.1775147914886475","1.1775147914886475","1.1775147914886475"
"112","3.591019630432129","3.591019630432129","3.591019630432129","1.1775147914886475","1.1775147914886475","1.1775147914886475"
"113","3.6571733951568604","3.6571733951568604","3.6571733951568604","1.1238995790481567","1.1238995790481567","1.1238995790481567"
"114","3.6571733951568604","3.6571733951568604","3.6571733951568604","1.1238995790481567","1.1238995790481567","1.1238995790481567"
"115","3.6571733951568604","3.6571733951568604","3.6571733951568604","1.1238995790481567","1.1238995790481567","1.1238995790481567"
"116","3.6571733951568604","3.6571733951568604","3.6571733951568604","1.1238995790481567","1.1238995790481567","1.1238995790481567"
"117","3.6571733951568604","3.6571733951568604","3.6571733951568604","1.1238995790481567","1.1238995790481567","1.1238995790481567"
"118","3.6571733951568604","3.6571733951568604","3.6571733951568604","1.1238995790481567","1.1238995790481567","1.1238995790481567"
"119","3.6571733951568604","3.6571733951568604","3.6571733951568604","1.1238995790481567","1.1238995790481567","1.1238995790481567"
"120","3.6571733951568604","3.6571733951568604","3.6571733951568604","1.1238995790481567","1.1238995790481567","1.1238995790481567"
"121","3.7354485988616943","3.7354485988616943","3.7354485988616943","1.0162874460220337","1.0162874460220337","1.0162874460220337"
"122","3.7354485988616943","3.7354485988616943","3.7354485988616943","1.0162874460220337","1.0162874460220337","1.0162874460220337"
"123","3.7354485988616943","3.7354485988616943","3.7354485988616943","1.0162874460220337","1.0162874460220337","1.0162874460220337"
"124","3.7354485988616943","3.7354485988616943","3.7354485988616943","1.0162874460220337","1.0162874460220337","1.0162874460220337"
"125","3.7354485988616943","3.7354485988616943","3.7354485988616943","1.0162874460220337","1.0162874460220337","1.0162874460220337"
"126","3.7354485988616943","3.7354485988616943","3.7354485988616943","1.0162874460220337","1.0162874460220337","1.0162874460220337"
"127","3.7354485988616943","3.7354485988616943","3.7354485988616943","1.0162874460220337","1.0162874460220337","1.0162874460220337"
"128","3.7354485988616943","3.7354485988616943","3.7354485988616943","1.0162874460220337","1.0162874460220337","1.0162874460220337"
"129","3.6768670082092285","3.6768670082092285","3.6768670082092285","1.0608367919921875","1.0608367919921875","1.0608367919921875"
"130","3.6768670082092285","3.6768670082092285","3.6768670082092285","1.0608367919921875","1.0608367919921875","1.0608367919921875"
"131","3.6768670082092285","3.6768670082092285","3.6768670082092285","1.0608367919921875","1.0608367919921875","1.0608367919921875"
"132","3.6768670082092285","3.6768670082092285","3.6768670082092285","1.0608367919921875","1.0608367919921875","1.0608367919921875"
"133","3.6768670082092285","3.6768670082092285","3.6768670082092285","1.0608367919921875","1.0608367919921875","1.0608367919921875"
"134","3.6768670082092285","3.6768670082092285","3.6768670082092285","1.0608367919921875","1.0608367919921875","1.0608367919921875"
"135","3.6768670082092285","3.6768670082092285","3.6768670082092285","1.0608367919921875","1.0608367919921875","1.0608367919921875"
"136","3.6768670082092285","3.6768670082092285","3.6768670082092285","1.0608367919921875","1.0608367919921875","1.0608367919921875"
"137","3.456943988800049","3.456943988800049","3.456943988800049","1.0482947826385498","1.0482947826385498","1.0482947826385498"
"138","3.456943988800049","3.456943988800049","3.456943988800049","1.0482947826385498","1.0482947826385498","1.0482947826385498"
"139","3.456943988800049","3.456943988800049","3.456943988800049","1.0482947826385498","1.0482947826385498","1.0482947826385498"
"140","3.456943988800049","3.456943988800049","3.456943988800049","1.0482947826385498","1.0482947826385498","1.0482947826385498"
"141","3.456943988800049","3.456943988800049","3.456943988800049","1.0482947826385498","1.0482947826385498","1.0482947826385498"
"142","3.456943988800049","3.456943988800049","3.456943988800049","1.0482947826385498","1.0482947826385498","1.0482947826385498"
"143","3.456943988800049","3.456943988800049","3.456943988800049","1.0482947826385498","1.0482947826385498","1.0482947826385498"
"144","3.456943988800049","3.456943988800049","3.456943988800049","1.0482947826385498","1.0482947826385498","1.0482947826385498"
"145","3.3129801750183105","3.3129801750183105","3.3129801750183105","0.9478740096092224","0.9478740096092224","0.9478740096092224"
"146","3.3129801750183105","3.3129801750183105","3.3129801750183105","0.9478740096092224","0.9478740096092224","0.9478740096092224"
"147","3.3129801750183105","3.3129801750183105","3.3129801750183105","0.9478740096092224","0.9478740096092224","0.9478740096092224"
"148","3.3129801750183105","3.3129801750183105","3.3129801750183105","0.9478740096092224","0.9478740096092224","0.9478740096092224"
"149","3.3129801750183105","3.3129801750183105","3.3129801750183105","0.9478740096092224","0.9478740096092224","0.9478740096092224"
"150","3.3129801750183105","3.3129801750183105","3.3129801750183105","0.9478740096092224","0.9478740096092224","0.9478740096092224"
"151","3.3129801750183105","3.3129801750183105","3.3129801750183105","0.9478740096092224","0.9478740096092224","0.9478740096092224"
"152","3.3129801750183105","3.3129801750183105","3.3129801750183105","0.9478740096092224","0.9478740096092224","0.9478740096092224"
"153","3.3289172649383545","3.3289172649383545","3.3289172649383545","1.0668864250183105","1.0668864250183105","1.0668864250183105"
"154","3.3289172649383545","3.3289172649383545","3.3289172649383545","1.0668864250183105","1.0668864250183105","1.0668864250183105"
"155","3.3289172649383545","3.3289172649383545","3.3289172649383545","1.0668864250183105","1.0668864250183105","1.0668864250183105"
"156","3.3289172649383545","3.3289172649383545","3.3289172649383545","1.0668864250183105","1.0668864250183105","1.0668864250183105"
"157","3.3289172649383545","3.3289172649383545","3.3289172649383545","1.0668864250183105","1.0668864250183105","1.0668864250183105"
"158","3.3289172649383545","3.3289172649383545","3.3289172649383545","1.0668864250183105","1.0668864250183105","1.0668864250183105"
"159","3.3289172649383545","3.3289172649383545","3.3289172649383545","1.0668864250183105","1.0668864250183105","1.0668864250183105"
"160","3.3289172649383545","3.3289172649383545","3.3289172649383545","1.0668864250183105","1.0668864250183105","1.0668864250183105"
"161","3.2167587280273438","3.2167587280273438","3.2167587280273438","0.9576031565666199","0.9576031565666199","0.9576031565666199"
"162","3.2167587280273438","3.2167587280273438","3.2167587280273438","0.9576031565666199","0.9576031565666199","0.9576031565666199"
"163","3.2167587280273438","3.2167587280273438","3.2167587280273438","0.9576031565666199","0.9576031565666199","0.9576031565666199"
"164","3.2167587280273438","3.2167587280273438","3.2167587280273438","0.9576031565666199","0.9576031565666199","0.9576031565666199"
"165","3.2167587280273438","3.2167587280273438","3.2167587280273438","0.9576031565666199","0.9576031565666199","0.9576031565666199"
"166","3.2167587280273438","3.2167587280273438","3.2167587280273438","0.9576031565666199","0.9576031565666199","0.9576031565666199"
"167","3.2167587280273438","3.2167587280273438","3.2167587280273438","0.9576031565666199","0.9576031565666199","0.9576031565666199"
"168","3.2167587280273438","3.2167587280273438","3.2167587280273438","0.9576031565666199","0.9576031565666199","0.9576031565666199"
"169","3.244720697402954","3.244720697402954","3.244720697402954","0.9366897344589233","0.9366897344589233","0.9366897344589233"
"170","3.244720697402954","3.244720697402954","3.244720697402954","0.9366897344589233","0.9366897344589233","0.9366897344589233"
"171","3.244720697402954","3.244720697402954","3.244720697402954","0.9366897344589233","0.9366897344589233","0.9366897344589233"
"172","3.244720697402954","3.244720697402954","3.244720697402954","0.9366897344589233","0.9366897344589233","0.9366897344589233"
"173","3.244720697402954","3.244720697402954","3.244720697402954","0.9366897344589233","0.9366897344589233","0.9366897344589233"
"174","3.244720697402954","3.244720697402954","3.244720697402954","0.9366897344589233","0.9366897344589233","0.9366897344589233"
"175","3.244720697402954","3.244720697402954","3.244720697402954","0.9366897344589233","0.9366897344589233","0.9366897344589233"
"176","3.244720697402954","3.244720697402954","3.244720697402954","0.9366897344589233","0.9366897344589233","0.9366897344589233"
"177","2.934706687927246","2.934706687927246","2.934706687927246","0.8538677096366882","0.8538677096366882","0.8538677096366882"
"178","2.934706687927246","2.934706687927246","2.934706687927246","0.8538677096366882","0.8538677096366882","0.8538677096366882"
"179","2.934706687927246","2.934706687927246","2.934706687927246","0.8538677096366882","0.8538677096366882","0.8538677096366882"
"180","2.934706687927246","2.934706687927246","2.934706687927246","0.8538677096366882","0.8538677096366882","0.8538677096366882"
"181","2.934706687927246","2.934706687927246","2.934706687927246","0.8538677096366882","0.8538677096366882","0.8538677096366882"
"182","2.934706687927246","2.934706687927246","2.934706687927246","0.8538677096366882","0.8538677096366882","0.8538677096366882"
"183","2.934706687927246","2.934706687927246","2.934706687927246","0.8538677096366882","0.8538677096366882","0.8538677096366882"
"184","2.934706687927246","2.934706687927246","2.934706687927246","0.8538677096366882","0.8538677096366882","0.8538677096366882"
"185","3.2395191192626953","3.2395191192626953","3.2395191192626953","0.910365879535675","0.910365879535675","0.910365879535675"
"186","3.2395191192626953","3.2395191192626953","3.2395191192626953","0.910365879535675","0.910365879535675","0.910365879535675"
"187","3.2395191192626953","3.2395191192626953","3.2395191192626953","0.910365879535675","0.910365879535675","0.910365879535675"
"188","3.2395191192626953","3.2395191192626953","3.2395191192626953","0.910365879535675","0.910365879535675","0.910365879535675"
"189","3.2395191192626953","3.2395191192626953","3.2395191192626953","0.910365879535675","0.910365879535675","0.910365879535675"
"190","3.2395191192626953","3.2395191192626953","3.2395191192626953","0.910365879535675","0.910365879535675","0.910365879535675"
"191","3.2395191192626953","3.2395191192626953","3.2395191192626953","0.910365879535675","0.910365879535675","0.910365879535675"
"192","3.2395191192626953","3.2395191192626953","3.2395191192626953","0.910365879535675","0.910365879535675","0.910365879535675"
"193","2.9736340045928955","2.9736340045928955","2.9736340045928955","0.9565562605857849","0.9565562605857849","0.9565562605857849"
"194","2.9736340045928955","2.9736340045928955","2.9736340045928955","0.9565562605857849","0.9565562605857849","0.9565562605857849"
"195","2.9736340045928955","2.9736340045928955","2.9736340045928955","0.9565562605857849","0.9565562605857849","0.9565562605857849"
"196","2.9736340045928955","2.9736340045928955","2.9736340045928955","0.9565562605857849","0.9565562605857849","0.9565562605857849"
"197","2.9736340045928955","2.9736340045928955","2.9736340045928955","0.9565562605857849","0.9565562605857849","0.9565562605857849"
"198","2.9736340045928955","2.9736340045928955","2.9736340045928955","0.9565562605857849","0.9565562605857849","0.9565562605857849"
"199","2.9736340045928955","2.9736340045928955","2.9736340045928955","0.9565562605857849","0.9565562605857849","0.9565562605857849"
"200","2.9736340045928955","2.9736340045928955","2.9736340045928955","0.9565562605857849","0.9565562605857849","0.9565562605857849"
"201","2.8951306343078613","2.8951306343078613","2.8951306343078613","0.9521569013595581","0.9521569013595581","0.9521569013595581"
"202","2.8951306343078613","2.8951306343078613","2.8951306343078613","0.9521569013595581","0.9521569013595581","0.9521569013595581"
"203","2.8951306343078613","2.8951306343078613","2.8951306343078613","0.9521569013595581","0.9521569013595581","0.9521569013595581"
