"Step","light-hill-20 - returns/mean","light-hill-20 - returns/mean__MIN","light-hill-20 - returns/mean__MAX","light-hill-20 - returns/std","light-hill-20 - returns/std__MIN","light-hill-20 - returns/std__MAX"
"1","4.010164260864258","4.010164260864258","4.010164260864258","1.936802864074707","1.936802864074707","1.936802864074707"
"2","4.010164260864258","4.010164260864258","4.010164260864258","1.936802864074707","1.936802864074707","1.936802864074707"
"3","4.010164260864258","4.010164260864258","4.010164260864258","1.936802864074707","1.936802864074707","1.936802864074707"
"4","4.010164260864258","4.010164260864258","4.010164260864258","1.936802864074707","1.936802864074707","1.936802864074707"
"5","4.010164260864258","4.010164260864258","4.010164260864258","1.936802864074707","1.936802864074707","1.936802864074707"
"6","4.010164260864258","4.010164260864258","4.010164260864258","1.936802864074707","1.936802864074707","1.936802864074707"
"7","4.010164260864258","4.010164260864258","4.010164260864258","1.936802864074707","1.936802864074707","1.936802864074707"
"8","4.010164260864258","4.010164260864258","4.010164260864258","1.936802864074707","1.936802864074707","1.936802864074707"
"9","4.124551296234131","4.124551296234131","4.124551296234131","1.840293526649475","1.840293526649475","1.840293526649475"
"10","4.124551296234131","4.124551296234131","4.124551296234131","1.840293526649475","1.840293526649475","1.840293526649475"
"11","4.124551296234131","4.124551296234131","4.124551296234131","1.840293526649475","1.840293526649475","1.840293526649475"
"12","4.124551296234131","4.124551296234131","4.124551296234131","1.840293526649475","1.840293526649475","1.840293526649475"
"13","4.124551296234131","4.124551296234131","4.124551296234131","1.840293526649475","1.840293526649475","1.840293526649475"
"14","4.124551296234131","4.124551296234131","4.124551296234131","1.840293526649475","1.840293526649475","1.840293526649475"
"15","4.124551296234131","4.124551296234131","4.124551296234131","1.840293526649475","1.840293526649475","1.840293526649475"
"16","4.124551296234131","4.124551296234131","4.124551296234131","1.840293526649475","1.840293526649475","1.840293526649475"
"17","4.422323226928711","4.422323226928711","4.422323226928711","1.566631555557251","1.566631555557251","1.566631555557251"
"18","4.422323226928711","4.422323226928711","4.422323226928711","1.566631555557251","1.566631555557251","1.566631555557251"
"19","4.422323226928711","4.422323226928711","4.422323226928711","1.566631555557251","1.566631555557251","1.566631555557251"
"20","4.422323226928711","4.422323226928711","4.422323226928711","1.566631555557251","1.566631555557251","1.566631555557251"
"21","4.422323226928711","4.422323226928711","4.422323226928711","1.566631555557251","1.566631555557251","1.566631555557251"
"22","4.422323226928711","4.422323226928711","4.422323226928711","1.566631555557251","1.566631555557251","1.566631555557251"
"23","4.422323226928711","4.422323226928711","4.422323226928711","1.566631555557251","1.566631555557251","1.566631555557251"
"24","4.422323226928711","4.422323226928711","4.422323226928711","1.566631555557251","1.566631555557251","1.566631555557251"
"25","4.271657466888428","4.271657466888428","4.271657466888428","1.4607692956924438","1.4607692956924438","1.4607692956924438"
"26","4.271657466888428","4.271657466888428","4.271657466888428","1.4607692956924438","1.4607692956924438","1.4607692956924438"
"27","4.271657466888428","4.271657466888428","4.271657466888428","1.4607692956924438","1.4607692956924438","1.4607692956924438"
"28","4.271657466888428","4.271657466888428","4.271657466888428","1.4607692956924438","1.4607692956924438","1.4607692956924438"
"29","4.271657466888428","4.271657466888428","4.271657466888428","1.4607692956924438","1.4607692956924438","1.4607692956924438"
"30","4.271657466888428","4.271657466888428","4.271657466888428","1.4607692956924438","1.4607692956924438","1.4607692956924438"
"31","4.271657466888428","4.271657466888428","4.271657466888428","1.4607692956924438","1.4607692956924438","1.4607692956924438"
"32","4.271657466888428","4.271657466888428","4.271657466888428","1.4607692956924438","1.4607692956924438","1.4607692956924438"
"33","4.122514724731445","4.122514724731445","4.122514724731445","1.2757737636566162","1.2757737636566162","1.2757737636566162"
"34","4.122514724731445","4.122514724731445","4.122514724731445","1.2757737636566162","1.2757737636566162","1.2757737636566162"
"35","4.122514724731445","4.122514724731445","4.122514724731445","1.2757737636566162","1.2757737636566162","1.2757737636566162"
"36","4.122514724731445","4.122514724731445","4.122514724731445","1.2757737636566162","1.2757737636566162","1.2757737636566162"
"37","4.122514724731445","4.122514724731445","4.122514724731445","1.2757737636566162","1.2757737636566162","1.2757737636566162"
"38","4.122514724731445","4.122514724731445","4.122514724731445","1.2757737636566162","1.2757737636566162","1.2757737636566162"
"39","4.122514724731445","4.122514724731445","4.122514724731445","1.2757737636566162","1.2757737636566162","1.2757737636566162"
"40","4.122514724731445","4.122514724731445","4.122514724731445","1.2757737636566162","1.2757737636566162","1.2757737636566162"
"41","4.211597919464111","4.211597919464111","4.211597919464111","1.2679622173309326","1.2679622173309326","1.2679622173309326"
"42","4.211597919464111","4.211597919464111","4.211597919464111","1.2679622173309326","1.2679622173309326","1.2679622173309326"
"43","4.211597919464111","4.211597919464111","4.211597919464111","1.2679622173309326","1.2679622173309326","1.2679622173309326"
"44","4.211597919464111","4.211597919464111","4.211597919464111","1.2679622173309326","1.2679622173309326","1.2679622173309326"
"45","4.211597919464111","4.211597919464111","4.211597919464111","1.2679622173309326","1.2679622173309326","1.2679622173309326"
"46","4.211597919464111","4.211597919464111","4.211597919464111","1.2679622173309326","1.2679622173309326","1.2679622173309326"
"47","4.211597919464111","4.211597919464111","4.211597919464111","1.2679622173309326","1.2679622173309326","1.2679622173309326"
"48","4.211597919464111","4.211597919464111","4.211597919464111","1.2679622173309326","1.2679622173309326","1.2679622173309326"
"49","3.9626893997192383","3.9626893997192383","3.9626893997192383","1.3397090435028076","1.3397090435028076","1.3397090435028076"
"50","3.9626893997192383","3.9626893997192383","3.9626893997192383","1.3397090435028076","1.3397090435028076","1.3397090435028076"
"51","3.9626893997192383","3.9626893997192383","3.9626893997192383","1.3397090435028076","1.3397090435028076","1.3397090435028076"
"52","3.9626893997192383","3.9626893997192383","3.9626893997192383","1.3397090435028076","1.3397090435028076","1.3397090435028076"
"53","3.9626893997192383","3.9626893997192383","3.9626893997192383","1.3397090435028076","1.3397090435028076","1.3397090435028076"
"54","3.9626893997192383","3.9626893997192383","3.9626893997192383","1.3397090435028076","1.3397090435028076","1.3397090435028076"
"55","3.9626893997192383","3.9626893997192383","3.9626893997192383","1.3397090435028076","1.3397090435028076","1.3397090435028076"
"56","3.9626893997192383","3.9626893997192383","3.9626893997192383","1.3397090435028076","1.3397090435028076","1.3397090435028076"
"57","4.073774337768555","4.073774337768555","4.073774337768555","1.2733612060546875","1.2733612060546875","1.2733612060546875"
"58","4.073774337768555","4.073774337768555","4.073774337768555","1.2733612060546875","1.2733612060546875","1.2733612060546875"
"59","4.073774337768555","4.073774337768555","4.073774337768555","1.2733612060546875","1.2733612060546875","1.2733612060546875"
"60","4.073774337768555","4.073774337768555","4.073774337768555","1.2733612060546875","1.2733612060546875","1.2733612060546875"
"61","4.073774337768555","4.073774337768555","4.073774337768555","1.2733612060546875","1.2733612060546875","1.2733612060546875"
"62","4.073774337768555","4.073774337768555","4.073774337768555","1.2733612060546875","1.2733612060546875","1.2733612060546875"
"63","4.073774337768555","4.073774337768555","4.073774337768555","1.2733612060546875","1.2733612060546875","1.2733612060546875"
"64","4.073774337768555","4.073774337768555","4.073774337768555","1.2733612060546875","1.2733612060546875","1.2733612060546875"
"65","3.8277900218963623","3.8277900218963623","3.8277900218963623","1.3783936500549316","1.3783936500549316","1.3783936500549316"
"66","3.8277900218963623","3.8277900218963623","3.8277900218963623","1.3783936500549316","1.3783936500549316","1.3783936500549316"
"67","3.8277900218963623","3.8277900218963623","3.8277900218963623","1.3783936500549316","1.3783936500549316","1.3783936500549316"
"68","3.8277900218963623","3.8277900218963623","3.8277900218963623","1.3783936500549316","1.3783936500549316","1.3783936500549316"
"69","3.8277900218963623","3.8277900218963623","3.8277900218963623","1.3783936500549316","1.3783936500549316","1.3783936500549316"
"70","3.8277900218963623","3.8277900218963623","3.8277900218963623","1.3783936500549316","1.3783936500549316","1.3783936500549316"
"71","3.8277900218963623","3.8277900218963623","3.8277900218963623","1.3783936500549316","1.3783936500549316","1.3783936500549316"
"72","3.8277900218963623","3.8277900218963623","3.8277900218963623","1.3783936500549316","1.3783936500549316","1.3783936500549316"
"73","3.9798929691314697","3.9798929691314697","3.9798929691314697","1.3208250999450684","1.3208250999450684","1.3208250999450684"
"74","3.9798929691314697","3.9798929691314697","3.9798929691314697","1.3208250999450684","1.3208250999450684","1.3208250999450684"
"75","3.9798929691314697","3.9798929691314697","3.9798929691314697","1.3208250999450684","1.3208250999450684","1.3208250999450684"
"76","3.9798929691314697","3.9798929691314697","3.9798929691314697","1.3208250999450684","1.3208250999450684","1.3208250999450684"
"77","3.9798929691314697","3.9798929691314697","3.9798929691314697","1.3208250999450684","1.3208250999450684","1.3208250999450684"
"78","3.9798929691314697","3.9798929691314697","3.9798929691314697","1.3208250999450684","1.3208250999450684","1.3208250999450684"
"79","3.9798929691314697","3.9798929691314697","3.9798929691314697","1.3208250999450684","1.3208250999450684","1.3208250999450684"
"80","3.9798929691314697","3.9798929691314697","3.9798929691314697","1.3208250999450684","1.3208250999450684","1.3208250999450684"
"81","3.800846576690674","3.800846576690674","3.800846576690674","1.1857134103775024","1.1857134103775024","1.1857134103775024"
"82","3.800846576690674","3.800846576690674","3.800846576690674","1.1857134103775024","1.1857134103775024","1.1857134103775024"
"83","3.800846576690674","3.800846576690674","3.800846576690674","1.1857134103775024","1.1857134103775024","1.1857134103775024"
"84","3.800846576690674","3.800846576690674","3.800846576690674","1.1857134103775024","1.1857134103775024","1.1857134103775024"
"85","3.800846576690674","3.800846576690674","3.800846576690674","1.1857134103775024","1.1857134103775024","1.1857134103775024"
"86","3.800846576690674","3.800846576690674","3.800846576690674","1.1857134103775024","1.1857134103775024","1.1857134103775024"
"87","3.800846576690674","3.800846576690674","3.800846576690674","1.1857134103775024","1.1857134103775024","1.1857134103775024"
"88","3.800846576690674","3.800846576690674","3.800846576690674","1.1857134103775024","1.1857134103775024","1.1857134103775024"
"89","3.873333215713501","3.873333215713501","3.873333215713501","1.1531635522842407","1.1531635522842407","1.1531635522842407"
"90","3.873333215713501","3.873333215713501","3.873333215713501","1.1531635522842407","1.1531635522842407","1.1531635522842407"
"91","3.873333215713501","3.873333215713501","3.873333215713501","1.1531635522842407","1.1531635522842407","1.1531635522842407"
"92","3.873333215713501","3.873333215713501","3.873333215713501","1.1531635522842407","1.1531635522842407","1.1531635522842407"
"93","3.873333215713501","3.873333215713501","3.873333215713501","1.1531635522842407","1.1531635522842407","1.1531635522842407"
"94","3.873333215713501","3.873333215713501","3.873333215713501","1.1531635522842407","1.1531635522842407","1.1531635522842407"
"95","3.873333215713501","3.873333215713501","3.873333215713501","1.1531635522842407","1.1531635522842407","1.1531635522842407"
"96","3.873333215713501","3.873333215713501","3.873333215713501","1.1531635522842407","1.1531635522842407","1.1531635522842407"
"97","3.645869016647339","3.645869016647339","3.645869016647339","1.271133303642273","1.271133303642273","1.271133303642273"
"98","3.645869016647339","3.645869016647339","3.645869016647339","1.271133303642273","1.271133303642273","1.271133303642273"
"99","3.645869016647339","3.645869016647339","3.645869016647339","1.271133303642273","1.271133303642273","1.271133303642273"
"100","3.645869016647339","3.645869016647339","3.645869016647339","1.271133303642273","1.271133303642273","1.271133303642273"
"101","3.645869016647339","3.645869016647339","3.645869016647339","1.271133303642273","1.271133303642273","1.271133303642273"
"102","3.645869016647339","3.645869016647339","3.645869016647339","1.271133303642273","1.271133303642273","1.271133303642273"
"103","3.645869016647339","3.645869016647339","3.645869016647339","1.271133303642273","1.271133303642273","1.271133303642273"
"104","3.645869016647339","3.645869016647339","3.645869016647339","1.271133303642273","1.271133303642273","1.271133303642273"
"105","3.681027889251709","3.681027889251709","3.681027889251709","1.0976256132125854","1.0976256132125854","1.0976256132125854"
"106","3.681027889251709","3.681027889251709","3.681027889251709","1.0976256132125854","1.0976256132125854","1.0976256132125854"
"107","3.681027889251709","3.681027889251709","3.681027889251709","1.0976256132125854","1.0976256132125854","1.0976256132125854"
"108","3.681027889251709","3.681027889251709","3.681027889251709","1.0976256132125854","1.0976256132125854","1.0976256132125854"
"109","3.681027889251709","3.681027889251709","3.681027889251709","1.0976256132125854","1.0976256132125854","1.0976256132125854"
"110","3.681027889251709","3.681027889251709","3.681027889251709","1.0976256132125854","1.0976256132125854","1.0976256132125854"
"111","3.681027889251709","3.681027889251709","3.681027889251709","1.0976256132125854","1.0976256132125854","1.0976256132125854"
"112","3.681027889251709","3.681027889251709","3.681027889251709","1.0976256132125854","1.0976256132125854","1.0976256132125854"
"113","3.5055108070373535","3.5055108070373535","3.5055108070373535","1.0949327945709229","1.0949327945709229","1.0949327945709229"
"114","3.5055108070373535","3.5055108070373535","3.5055108070373535","1.0949327945709229","1.0949327945709229","1.0949327945709229"
"115","3.5055108070373535","3.5055108070373535","3.5055108070373535","1.0949327945709229","1.0949327945709229","1.0949327945709229"
"116","3.5055108070373535","3.5055108070373535","3.5055108070373535","1.0949327945709229","1.0949327945709229","1.0949327945709229"
"117","3.5055108070373535","3.5055108070373535","3.5055108070373535","1.0949327945709229","1.0949327945709229","1.0949327945709229"
"118","3.5055108070373535","3.5055108070373535","3.5055108070373535","1.0949327945709229","1.0949327945709229","1.0949327945709229"
"119","3.5055108070373535","3.5055108070373535","3.5055108070373535","1.0949327945709229","1.0949327945709229","1.0949327945709229"
"120","3.5055108070373535","3.5055108070373535","3.5055108070373535","1.0949327945709229","1.0949327945709229","1.0949327945709229"
"121","3.5847396850585938","3.5847396850585938","3.5847396850585938","1.1109813451766968","1.1109813451766968","1.1109813451766968"
"122","3.5847396850585938","3.5847396850585938","3.5847396850585938","1.1109813451766968","1.1109813451766968","1.1109813451766968"
"123","3.5847396850585938","3.5847396850585938","3.5847396850585938","1.1109813451766968","1.1109813451766968","1.1109813451766968"
"124","3.5847396850585938","3.5847396850585938","3.5847396850585938","1.1109813451766968","1.1109813451766968","1.1109813451766968"
"125","3.5847396850585938","3.5847396850585938","3.5847396850585938","1.1109813451766968","1.1109813451766968","1.1109813451766968"
"126","3.5847396850585938","3.5847396850585938","3.5847396850585938","1.1109813451766968","1.1109813451766968","1.1109813451766968"
"127","3.5847396850585938","3.5847396850585938","3.5847396850585938","1.1109813451766968","1.1109813451766968","1.1109813451766968"
"128","3.5847396850585938","3.5847396850585938","3.5847396850585938","1.1109813451766968","1.1109813451766968","1.1109813451766968"
"129","3.1768298149108887","3.1768298149108887","3.1768298149108887","0.993405818939209","0.993405818939209","0.993405818939209"
"130","3.1768298149108887","3.1768298149108887","3.1768298149108887","0.993405818939209","0.993405818939209","0.993405818939209"
"131","3.1768298149108887","3.1768298149108887","3.1768298149108887","0.993405818939209","0.993405818939209","0.993405818939209"
"132","3.1768298149108887","3.1768298149108887","3.1768298149108887","0.993405818939209","0.993405818939209","0.993405818939209"
"133","3.1768298149108887","3.1768298149108887","3.1768298149108887","0.993405818939209","0.993405818939209","0.993405818939209"
"134","3.1768298149108887","3.1768298149108887","3.1768298149108887","0.993405818939209","0.993405818939209","0.993405818939209"
"135","3.1768298149108887","3.1768298149108887","3.1768298149108887","0.993405818939209","0.993405818939209","0.993405818939209"
"136","3.1768298149108887","3.1768298149108887","3.1768298149108887","0.993405818939209","0.993405818939209","0.993405818939209"
"137","2.9609920978546143","2.9609920978546143","2.9609920978546143","1.081512212753296","1.081512212753296","1.081512212753296"
"138","2.9609920978546143","2.9609920978546143","2.9609920978546143","1.081512212753296","1.081512212753296","1.081512212753296"
"139","2.9609920978546143","2.9609920978546143","2.9609920978546143","1.081512212753296","1.081512212753296","1.081512212753296"
"140","2.9609920978546143","2.9609920978546143","2.9609920978546143","1.081512212753296","1.081512212753296","1.081512212753296"
"141","2.9609920978546143","2.9609920978546143","2.9609920978546143","1.081512212753296","1.081512212753296","1.081512212753296"
"142","2.9609920978546143","2.9609920978546143","2.9609920978546143","1.081512212753296","1.081512212753296","1.081512212753296"
"143","2.9609920978546143","2.9609920978546143","2.9609920978546143","1.081512212753296","1.081512212753296","1.081512212753296"
"144","2.9609920978546143","2.9609920978546143","2.9609920978546143","1.081512212753296","1.081512212753296","1.081512212753296"
"145","2.6979308128356934","2.6979308128356934","2.6979308128356934","0.8479052186012268","0.8479052186012268","0.8479052186012268"
"146","2.6979308128356934","2.6979308128356934","2.6979308128356934","0.8479052186012268","0.8479052186012268","0.8479052186012268"
"147","2.6979308128356934","2.6979308128356934","2.6979308128356934","0.8479052186012268","0.8479052186012268","0.8479052186012268"
"148","2.6979308128356934","2.6979308128356934","2.6979308128356934","0.8479052186012268","0.8479052186012268","0.8479052186012268"
"149","2.6979308128356934","2.6979308128356934","2.6979308128356934","0.8479052186012268","0.8479052186012268","0.8479052186012268"
"150","2.6979308128356934","2.6979308128356934","2.6979308128356934","0.8479052186012268","0.8479052186012268","0.8479052186012268"
"151","2.6979308128356934","2.6979308128356934","2.6979308128356934","0.8479052186012268","0.8479052186012268","0.8479052186012268"
"152","2.6979308128356934","2.6979308128356934","2.6979308128356934","0.8479052186012268","0.8479052186012268","0.8479052186012268"
"153","2.7202260494232178","2.7202260494232178","2.7202260494232178","0.9117053151130676","0.9117053151130676","0.9117053151130676"
"154","2.7202260494232178","2.7202260494232178","2.7202260494232178","0.9117053151130676","0.9117053151130676","0.9117053151130676"
"155","2.7202260494232178","2.7202260494232178","2.7202260494232178","0.9117053151130676","0.9117053151130676","0.9117053151130676"
"156","2.7202260494232178","2.7202260494232178","2.7202260494232178","0.9117053151130676","0.9117053151130676","0.9117053151130676"
"157","2.7202260494232178","2.7202260494232178","2.7202260494232178","0.9117053151130676","0.9117053151130676","0.9117053151130676"
"158","2.7202260494232178","2.7202260494232178","2.7202260494232178","0.9117053151130676","0.9117053151130676","0.9117053151130676"
"159","2.7202260494232178","2.7202260494232178","2.7202260494232178","0.9117053151130676","0.9117053151130676","0.9117053151130676"
"160","2.7202260494232178","2.7202260494232178","2.7202260494232178","0.9117053151130676","0.9117053151130676","0.9117053151130676"
"161","2.1438050270080566","2.1438050270080566","2.1438050270080566","0.8127939105033875","0.8127939105033875","0.8127939105033875"
"162","2.1438050270080566","2.1438050270080566","2.1438050270080566","0.8127939105033875","0.8127939105033875","0.8127939105033875"
"163","2.1438050270080566","2.1438050270080566","2.1438050270080566","0.8127939105033875","0.8127939105033875","0.8127939105033875"
"164","2.1438050270080566","2.1438050270080566","2.1438050270080566","0.8127939105033875","0.8127939105033875","0.8127939105033875"
"165","2.1438050270080566","2.1438050270080566","2.1438050270080566","0.8127939105033875","0.8127939105033875","0.8127939105033875"
"166","2.1438050270080566","2.1438050270080566","2.1438050270080566","0.8127939105033875","0.8127939105033875","0.8127939105033875"
"167","2.1438050270080566","2.1438050270080566","2.1438050270080566","0.8127939105033875","0.8127939105033875","0.8127939105033875"
"168","2.1438050270080566","2.1438050270080566","2.1438050270080566","0.8127939105033875","0.8127939105033875","0.8127939105033875"
"169","2.348261833190918","2.348261833190918","2.348261833190918","0.7979135513305664","0.7979135513305664","0.7979135513305664"
"170","2.348261833190918","2.348261833190918","2.348261833190918","0.7979135513305664","0.7979135513305664","0.7979135513305664"
"171","2.348261833190918","2.348261833190918","2.348261833190918","0.7979135513305664","0.7979135513305664","0.7979135513305664"
"172","2.348261833190918","2.348261833190918","2.348261833190918","0.7979135513305664","0.7979135513305664","0.7979135513305664"
"173","2.348261833190918","2.348261833190918","2.348261833190918","0.7979135513305664","0.7979135513305664","0.7979135513305664"
"174","2.348261833190918","2.348261833190918","2.348261833190918","0.7979135513305664","0.7979135513305664","0.7979135513305664"
"175","2.348261833190918","2.348261833190918","2.348261833190918","0.7979135513305664","0.7979135513305664","0.7979135513305664"
"176","2.348261833190918","2.348261833190918","2.348261833190918","0.7979135513305664","0.7979135513305664","0.7979135513305664"
"177","1.9831122159957886","1.9831122159957886","1.9831122159957886","0.6799862384796143","0.6799862384796143","0.6799862384796143"
"178","1.9831122159957886","1.9831122159957886","1.9831122159957886","0.6799862384796143","0.6799862384796143","0.6799862384796143"
"179","1.9831122159957886","1.9831122159957886","1.9831122159957886","0.6799862384796143","0.6799862384796143","0.6799862384796143"
"180","1.9831122159957886","1.9831122159957886","1.9831122159957886","0.6799862384796143","0.6799862384796143","0.6799862384796143"
"181","1.9831122159957886","1.9831122159957886","1.9831122159957886","0.6799862384796143","0.6799862384796143","0.6799862384796143"
"182","1.9831122159957886","1.9831122159957886","1.9831122159957886","0.6799862384796143","0.6799862384796143","0.6799862384796143"
"183","1.9831122159957886","1.9831122159957886","1.9831122159957886","0.6799862384796143","0.6799862384796143","0.6799862384796143"
"184","1.9831122159957886","1.9831122159957886","1.9831122159957886","0.6799862384796143","0.6799862384796143","0.6799862384796143"
"185","1.8506580591201782","1.8506580591201782","1.8506580591201782","0.7279783487319946","0.7279783487319946","0.7279783487319946"
"186","1.8506580591201782","1.8506580591201782","1.8506580591201782","0.7279783487319946","0.7279783487319946","0.7279783487319946"
"187","1.8506580591201782","1.8506580591201782","1.8506580591201782","0.7279783487319946","0.7279783487319946","0.7279783487319946"
"188","1.8506580591201782","1.8506580591201782","1.8506580591201782","0.7279783487319946","0.7279783487319946","0.7279783487319946"
"189","1.8506580591201782","1.8506580591201782","1.8506580591201782","0.7279783487319946","0.7279783487319946","0.7279783487319946"
"190","1.8506580591201782","1.8506580591201782","1.8506580591201782","0.7279783487319946","0.7279783487319946","0.7279783487319946"
"191","1.8506580591201782","1.8506580591201782","1.8506580591201782","0.7279783487319946","0.7279783487319946","0.7279783487319946"
"192","1.8506580591201782","1.8506580591201782","1.8506580591201782","0.7279783487319946","0.7279783487319946","0.7279783487319946"
"193","1.7745352983474731","1.7745352983474731","1.7745352983474731","0.6975280046463013","0.6975280046463013","0.6975280046463013"
"194","1.7745352983474731","1.7745352983474731","1.7745352983474731","0.6975280046463013","0.6975280046463013","0.6975280046463013"
"195","1.7745352983474731","1.7745352983474731","1.7745352983474731","0.6975280046463013","0.6975280046463013","0.6975280046463013"
"196","1.7745352983474731","1.7745352983474731","1.7745352983474731","0.6975280046463013","0.6975280046463013","0.6975280046463013"
"197","1.7745352983474731","1.7745352983474731","1.7745352983474731","0.6975280046463013","0.6975280046463013","0.6975280046463013"
"198","1.7745352983474731","1.7745352983474731","1.7745352983474731","0.6975280046463013","0.6975280046463013","0.6975280046463013"
"199","1.7745352983474731","1.7745352983474731","1.7745352983474731","0.6975280046463013","0.6975280046463013","0.6975280046463013"
"200","1.7745352983474731","1.7745352983474731","1.7745352983474731","0.6975280046463013","0.6975280046463013","0.6975280046463013"
"201","1.7060117721557617","1.7060117721557617","1.7060117721557617","0.6654617786407471","0.6654617786407471","0.6654617786407471"
"202","1.7060117721557617","1.7060117721557617","1.7060117721557617","0.6654617786407471","0.6654617786407471","0.6654617786407471"
"203","1.7060117721557617","1.7060117721557617","1.7060117721557617","0.6654617786407471","0.6654617786407471","0.6654617786407471"
