"Step","peachy-silence-158 - rollout_scores/mean","peachy-silence-158 - rollout_scores/mean__MIN","peachy-silence-158 - rollout_scores/mean__MAX","peachy-silence-158 - rollout_scores/running_mean","peachy-silence-158 - rollout_scores/running_mean__MIN","peachy-silence-158 - rollout_scores/running_mean__MAX","peachy-silence-158 - rollout_scores/running_std","peachy-silence-158 - rollout_scores/running_std__MIN","peachy-silence-158 - rollout_scores/running_std__MAX","peachy-silence-158 - rollout_scores/std","peachy-silence-158 - rollout_scores/std__MIN","peachy-silence-158 - rollout_scores/std__MAX","peachy-silence-158 - time/rollout_generate","peachy-silence-158 - time/rollout_generate__MIN","peachy-silence-158 - time/rollout_generate__MAX","peachy-silence-158 - time/rollout_score","peachy-silence-158 - time/rollout_score__MIN","peachy-silence-158 - time/rollout_score__MAX","peachy-silence-158 - time/rollout_time","peachy-silence-158 - time/rollout_time__MIN","peachy-silence-158 - time/rollout_time__MAX"
"0","0.2762829139828682","0.2762829139828682","0.2762829139828682","0.22480043768882751","0.22480043768882751","0.22480043768882751","0.36715675983577967","0.36715675983577967","0.36715675983577967","0.39507338509429246","0.39507338509429246","0.39507338509429246","1.0475072860717773","1.0475072860717773","1.0475072860717773","13.923478692770004","13.923478692770004","13.923478692770004","15.013600140810013","15.013600140810013","15.013600140810013"
"16","0.11847127228975296","0.11847127228975296","0.11847127228975296","0.1992785707116127","0.1992785707116127","0.1992785707116127","0.3817289210855961","0.3817289210855961","0.3817289210855961","0.127134941985787","0.127134941985787","0.127134941985787","0.7193436026573181","0.7193436026573181","0.7193436026573181","12.744907170534134","12.744907170534134","12.744907170534134","13.51556208729744","13.51556208729744","13.51556208729744"
"32","0.3469193782657385","0.3469193782657385","0.3469193782657385","0.20168024115264416","0.20168024115264416","0.20168024115264416","0.3767632134258747","0.3767632134258747","0.3767632134258747","0.26282872547744773","0.26282872547744773","0.26282872547744773","0.7031908333301544","0.7031908333301544","0.7031908333301544","12.554994612932205","12.554994612932205","12.554994612932205","13.301033586263657","13.301033586263657","13.301033586263657"
"48","0.18673415295779705","0.18673415295779705","0.18673415295779705","0.24686531350016594","0.24686531350016594","0.24686531350016594","0.4052642211318016","0.4052642211318016","0.4052642211318016","0.26805327885085717","0.26805327885085717","0.26805327885085717","0.6980212032794952","0.6980212032794952","0.6980212032794952","12.423566728830338","12.423566728830338","12.423566728830338","13.16739872097969","13.16739872097969","13.16739872097969"
"64","0.12441570498049259","0.12441570498049259","0.12441570498049259","0.22246686555445194","0.22246686555445194","0.22246686555445194","0.39352941885590553","0.39352941885590553","0.39352941885590553","0.24814483916998142","0.24814483916998142","0.24814483916998142","0.709827721118927","0.709827721118927","0.709827721118927","12.368541210889816","12.368541210889816","12.368541210889816","13.136090368032455","13.136090368032455","13.136090368032455"
"80","0.22261823527514935","0.22261823527514935","0.22261823527514935","0.21075527369976044","0.21075527369976044","0.21075527369976044","0.38700660690665245","0.38700660690665245","0.38700660690665245","0.2705378083483083","0.2705378083483083","0.2705378083483083","0.7112456858158112","0.7112456858158112","0.7112456858158112","12.365921199321747","12.365921199321747","12.365921199321747","13.124226719141006","13.124226719141006","13.124226719141006"
"96","0.17702100053429604","0.17702100053429604","0.17702100053429604","0.2110565397888422","0.2110565397888422","0.2110565397888422","0.38672683015465736","0.38672683015465736","0.38672683015465736","0.25542660947212426","0.25542660947212426","0.25542660947212426","0.7077700793743134","0.7077700793743134","0.7077700793743134","12.231971025466919","12.231971025466919","12.231971025466919","12.988716959953308","12.988716959953308","12.988716959953308"
"112","0.25141021609306335","0.25141021609306335","0.25141021609306335","0.21538381092250347","0.21538381092250347","0.21538381092250347","0.3900800868868828","0.3900800868868828","0.3900800868868828","0.3448807838722132","0.3448807838722132","0.3448807838722132","0.7186568975448608","0.7186568975448608","0.7186568975448608","12.285890728235245","12.285890728235245","12.285890728235245","13.054659992456436","13.054659992456436","13.054659992456436"
"128","0.2541238144040108","0.2541238144040108","0.2541238144040108","0.21497408114373684","0.21497408114373684","0.21497408114373684","0.3893779553472996","0.3893779553472996","0.3893779553472996","0.4034392444882542","0.4034392444882542","0.4034392444882542","0.7035320103168488","0.7035320103168488","0.7035320103168488","12.256144255399704","12.256144255399704","12.256144255399704","13.006640821695328","13.006640821695328","13.006640821695328"
"144","0.3410426639020443","0.3410426639020443","0.3410426639020443","0.2263515405356884","0.2263515405356884","0.2263515405356884","0.3970118686556816","0.3970118686556816","0.3970118686556816","0.4440891928970814","0.4440891928970814","0.4440891928970814","0.7158085107803345","0.7158085107803345","0.7158085107803345","12.334721952676773","12.334721952676773","12.334721952676773","13.096581101417542","13.096581101417542","13.096581101417542"
"160","0.09257973171770573","0.09257973171770573","0.09257973171770573","0.22128130681812763","0.22128130681812763","0.22128130681812763","0.39412814751267433","0.39412814751267433","0.39412814751267433","0.1692037518514553","0.1692037518514553","0.1692037518514553","0.707807719707489","0.707807719707489","0.707807719707489","12.275975853204727","12.275975853204727","12.275975853204727","13.034034997224808","13.034034997224808","13.034034997224808"
"176","0.36469195783138275","0.36469195783138275","0.36469195783138275","0.22821267321705818","0.22821267321705818","0.22821267321705818","0.39898303523659706","0.39898303523659706","0.39898303523659706","0.3698808654444292","0.3698808654444292","0.3698808654444292","0.7126390933990479","0.7126390933990479","0.7126390933990479","12.277252823114395","12.277252823114395","12.277252823114395","13.042251497507095","13.042251497507095","13.042251497507095"
"192","0.28174274042248726","0.28174274042248726","0.28174274042248726","0.2318549733608961","0.2318549733608961","0.2318549733608961","0.40042154863476753","0.40042154863476753","0.40042154863476753","0.23718607984483242","0.23718607984483242","0.23718607984483242","0.6976821422576904","0.6976821422576904","0.6976821422576904","12.08610138297081","12.08610138297081","12.08610138297081","12.829379111528397","12.829379111528397","12.829379111528397"
"208","0.2615932673215866","0.2615932673215866","0.2615932673215866","0.23435738869011402","0.23435738869011402","0.23435738869011402","0.4015824608504772","0.4015824608504772","0.4015824608504772","0.38283646246418357","0.38283646246418357","0.38283646246418357","0.7138326466083527","0.7138326466083527","0.7138326466083527","12.344607204198837","12.344607204198837","12.344607204198837","13.106973439455032","13.106973439455032","13.106973439455032"
"224","0.3287646844983101","0.3287646844983101","0.3287646844983101","0.23820372857153416","0.23820372857153416","0.23820372857153416","0.4042085334658623","0.4042085334658623","0.4042085334658623","0.46728677675127983","0.46728677675127983","0.46728677675127983","0.7161021828651428","0.7161021828651428","0.7161021828651428","12.200269371271133","12.200269371271133","12.200269371271133","12.96605658531189","12.96605658531189","12.96605658531189"
"240","0.2062711976468563","0.2062711976468563","0.2062711976468563","0.23887513391673565","0.23887513391673565","0.23887513391673565","0.40398989245295525","0.40398989245295525","0.40398989245295525","0.2645092889160878","0.2645092889160878","0.2645092889160878","0.7211756706237793","0.7211756706237793","0.7211756706237793","12.288701206445694","12.288701206445694","12.288701206445694","13.058452516794205","13.058452516794205","13.058452516794205"
"256","0.19641839154064655","0.19641839154064655","0.19641839154064655","0.23548168130218983","0.23548168130218983","0.23548168130218983","0.40193166211247444","0.40193166211247444","0.40193166211247444","0.24353680470812833","0.24353680470812833","0.24353680470812833","0.7128397524356842","0.7128397524356842","0.7128397524356842","12.239010870456696","12.239010870456696","12.239010870456696","13.00398775935173","13.00398775935173","13.00398775935173"
"272","0.19860640726983547","0.19860640726983547","0.19860640726983547","0.23700020089745522","0.23700020089745522","0.23700020089745522","0.4029729887843132","0.4029729887843132","0.4029729887843132","0.30883063684740364","0.30883063684740364","0.30883063684740364","0.723996639251709","0.723996639251709","0.723996639251709","12.187283456325531","12.187283456325531","12.187283456325531","12.961555868387222","12.961555868387222","12.961555868387222"
"288","0.2342551238834858","0.2342551238834858","0.2342551238834858","0.2356870099902153","0.2356870099902153","0.2356870099902153","0.402176920324564","0.402176920324564","0.402176920324564","0.3195326353998098","0.3195326353998098","0.3195326353998098","0.7342408895492554","0.7342408895492554","0.7342408895492554","12.264118164777756","12.264118164777756","12.264118164777756","13.049811124801636","13.049811124801636","13.049811124801636"
"304","0.3033268842846155","0.3033268842846155","0.3033268842846155","0.23564500734210014","0.23564500734210014","0.23564500734210014","0.40204569324851036","0.40204569324851036","0.40204569324851036","0.41899671498686075","0.41899671498686075","0.41899671498686075","0.7277771830558777","0.7277771830558777","0.7277771830558777","12.36504527926445","12.36504527926445","12.36504527926445","13.140181571245193","13.140181571245193","13.140181571245193"
"320","0.2769393417984247","0.2769393417984247","0.2769393417984247","0.23916246742010117","0.23916246742010117","0.23916246742010117","0.4036824516952038","0.4036824516952038","0.4036824516952038","0.31403377698643453","0.31403377698643453","0.31403377698643453","0.7187435030937195","0.7187435030937195","0.7187435030937195","12.287659019231796","12.287659019231796","12.287659019231796","13.05582508444786","13.05582508444786","13.05582508444786"
"336","0.3469095006585121","0.3469095006585121","0.3469095006585121","0.24303031712770462","0.24303031712770462","0.24303031712770462","0.40502556785941124","0.40502556785941124","0.40502556785941124","0.487650778144598","0.487650778144598","0.487650778144598","0.720899373292923","0.720899373292923","0.720899373292923","12.3326655626297","12.3326655626297","12.3326655626297","13.096926361322403","13.096926361322403","13.096926361322403"
"352","0.2768338453024626","0.2768338453024626","0.2768338453024626","0.24683012627065182","0.24683012627065182","0.24683012627065182","0.4066646546125412","0.4066646546125412","0.4066646546125412","0.35879312021410215","0.35879312021410215","0.35879312021410215","0.7215791940689087","0.7215791940689087","0.7215791940689087","12.345898658037186","12.345898658037186","12.345898658037186","13.116726100444794","13.116726100444794","13.116726100444794"
"368","0.16977599263191223","0.16977599263191223","0.16977599263191223","0.2440440021455288","0.2440440021455288","0.2440440021455288","0.40518882870674133","0.40518882870674133","0.40518882870674133","0.27073871612196854","0.27073871612196854","0.27073871612196854","0.7163949012756348","0.7163949012756348","0.7163949012756348","12.326492369174957","12.326492369174957","12.326492369174957","13.091623693704605","13.091623693704605","13.091623693704605"
"384","0.2984628416597843","0.2984628416597843","0.2984628416597843","0.24574319273233414","0.24574319273233414","0.24574319273233414","0.4067167080938816","0.4067167080938816","0.4067167080938816","0.41967751685569965","0.41967751685569965","0.41967751685569965","0.7158220708370209","0.7158220708370209","0.7158220708370209","12.22059965133667","12.22059965133667","12.22059965133667","12.98672267794609","12.98672267794609","12.98672267794609"
"400","0.3172274846583605","0.3172274846583605","0.3172274846583605","0.24772062711417675","0.24772062711417675","0.24772062711417675","0.40796130895614624","0.40796130895614624","0.40796130895614624","0.3593365504011672","0.3593365504011672","0.3593365504011672","0.7171724140644073","0.7171724140644073","0.7171724140644073","12.20069232583046","12.20069232583046","12.20069232583046","12.970750570297241","12.970750570297241","12.970750570297241"
"416","0.2652974482625723","0.2652974482625723","0.2652974482625723","0.24940062873065472","0.24940062873065472","0.24940062873065472","0.408717293292284","0.408717293292284","0.408717293292284","0.453402251470834","0.453402251470834","0.453402251470834","0.713702529668808","0.713702529668808","0.713702529668808","12.307659208774567","12.307659208774567","12.307659208774567","13.069112420082092","13.069112420082092","13.069112420082092"
"432","0.2658715583384037","0.2658715583384037","0.2658715583384037","0.2507382985204458","0.2507382985204458","0.2507382985204458","0.4105784557759762","0.4105784557759762","0.4105784557759762","0.322788585042872","0.322788585042872","0.322788585042872","0.7009135186672211","0.7009135186672211","0.7009135186672211","12.32522177696228","12.32522177696228","12.32522177696228","13.075131595134735","13.075131595134735","13.075131595134735"
"448","0.18168006464838982","0.18168006464838982","0.18168006464838982","0.2481453102082014","0.2481453102082014","0.2481453102082014","0.40934697911143303","0.40934697911143303","0.40934697911143303","0.19440385459478193","0.19440385459478193","0.19440385459478193","0.717824399471283","0.717824399471283","0.717824399471283","12.247973710298538","12.247973710298538","12.247973710298538","13.031660735607147","13.031660735607147","13.031660735607147"
"464","0.2758474964648485","0.2758474964648485","0.2758474964648485","0.2475056406110525","0.2475056406110525","0.2475056406110525","0.40862128883600235","0.40862128883600235","0.40862128883600235","0.3697375381598249","0.3697375381598249","0.3697375381598249","0.7259450554847717","0.7259450554847717","0.7259450554847717","12.155596524477005","12.155596524477005","12.155596524477005","12.92629411816597","12.92629411816597","12.92629411816597"
"480","0.27366384863853455","0.27366384863853455","0.27366384863853455","0.24929730035364628","0.24929730035364628","0.24929730035364628","0.4091578871011734","0.4091578871011734","0.4091578871011734","0.3742743330076337","0.3742743330076337","0.3742743330076337","0.7406330108642578","0.7406330108642578","0.7406330108642578","12.713637292385101","12.713637292385101","12.713637292385101","13.508456617593765","13.508456617593765","13.508456617593765"
"496","0.17245894111692905","0.17245894111692905","0.17245894111692905","0.24707246385514736","0.24707246385514736","0.24707246385514736","0.4076095223426819","0.4076095223426819","0.4076095223426819","0.3362138167140074","0.3362138167140074","0.3362138167140074","0.7251364290714264","0.7251364290714264","0.7251364290714264","12.166367888450623","12.166367888450623","12.166367888450623","12.938711732625961","12.938711732625961","12.938711732625961"
"512","0.2635256443172693","0.2635256443172693","0.2635256443172693","0.24618251249194145","0.24618251249194145","0.24618251249194145","0.4072941578924656","0.4072941578924656","0.4072941578924656","0.37177683471963974","0.37177683471963974","0.37177683471963974","0.7273263037204742","0.7273263037204742","0.7273263037204742","12.346807271242142","12.346807271242142","12.346807271242142","13.124359607696533","13.124359607696533","13.124359607696533"
"528","0.18193867057561874","0.18193867057561874","0.18193867057561874","0.24561154656112194","0.24561154656112194","0.24561154656112194","0.4065423831343651","0.4065423831343651","0.4065423831343651","0.255752743629273","0.255752743629273","0.255752743629273","0.7429125905036926","0.7429125905036926","0.7429125905036926","12.28187471628189","12.28187471628189","12.28187471628189","13.07645320892334","13.07645320892334","13.07645320892334"
"544","0.25547069124877453","0.25547069124877453","0.25547069124877453","0.2449150700122118","0.2449150700122118","0.2449150700122118","0.40575050562620163","0.40575050562620163","0.40575050562620163","0.4178027044981718","0.4178027044981718","0.4178027044981718","0.7273268699645996","0.7273268699645996","0.7273268699645996","12.214156836271286","12.214156836271286","12.214156836271286","12.991022616624832","12.991022616624832","12.991022616624832"
"560","0.2316173929721117","0.2316173929721117","0.2316173929721117","0.24494919925928116","0.24494919925928116","0.24494919925928116","0.40536655113101006","0.40536655113101006","0.40536655113101006","0.37177242183133785","0.37177242183133785","0.37177242183133785","0.7119297385215759","0.7119297385215759","0.7119297385215759","12.39095264673233","12.39095264673233","12.39095264673233","13.1693677008152","13.1693677008152","13.1693677008152"
"576","0.18958105333149433","0.18958105333149433","0.18958105333149433","0.24543088115751743","0.24543088115751743","0.24543088115751743","0.40615714713931084","0.40615714713931084","0.40615714713931084","0.3056819608900696","0.3056819608900696","0.3056819608900696","0.7022993266582489","0.7022993266582489","0.7022993266582489","12.218733340501785","12.218733340501785","12.218733340501785","12.967355787754059","12.967355787754059","12.967355787754059"
"592","0.16154025495052338","0.16154025495052338","0.16154025495052338","0.24226324446499348","0.24226324446499348","0.24226324446499348","0.40492863208055496","0.40492863208055496","0.40492863208055496","0.3098860846638445","0.3098860846638445","0.3098860846638445","0.7128570973873138","0.7128570973873138","0.7128570973873138","12.280250757932663","12.280250757932663","12.280250757932663","13.041945546865463","13.041945546865463","13.041945546865463"